customer_id,tier,total_spend,invoice_count,avg_invoice_value,preferred_category,preferred_brand,purchase_frequency
2755,Gold,339096.32,8,42387.04,Mice,Dell,Weekly
2756,Bronze,1641.56,2,820.78,Mice,Corsair,Bi-weekly
2757,Silver,345797.52,5,69159.5,Smartphones,Xiaomi,Bi-weekly
2758,Silver,355130.35,4,88782.59,Monitors,BenQ,Monthly
2759,Silver,339630.99,4,84907.75,Laptops,Lenovo,Quarterly
2760,Silver,150089.13,5,30017.83,Monitors,Dell,Weekly
2761,Bronze,74781.76,2,37390.88,Tablets,iPad,Quarterly
2762,Bronze,66222.38,2,33111.19,Laptops,MacBook,Quarterly
2763,Silver,38097.29,6,6349.55,Monitors,BenQ,Weekly
2764,Bronze,2409.62,3,803.21,Printers,HP,Weekly
2765,Bronze,66269.16,1,66269.16,Monitors,ASUS,Quarterly
2766,Silver,178797.8,6,29799.63,Laptops,HP,Weekly
2767,Gold,631149.93,7,90164.28,Monitors,Dell,Quarterly
2768,Silver,366668.93,6,61111.49,Mice,Corsair,Bi-weekly
2769,Bronze,27329.48,2,13664.74,Monitors,ASUS,Weekly
2770,Silver,221553.27,6,36925.55,Keyboards,Corsair,Quarterly
2771,Bronze,26558.46,2,13279.23,Tablets,Samsung,Weekly
2772,Bronze,15429.64,2,7714.82,Tablets,Samsung,Weekly
2773,Bronze,37118.88,2,18559.44,Monitors,Dell,Monthly
2774,Gold,171931.98,7,24561.71,Printers,Canon,Monthly
2775,Silver,52557.88,4,13139.47,Laptops,MacBook,Bi-weekly
2776,Silver,227629.79,4,56907.45,Keyboards,Corsair,Weekly
2777,Silver,75749.21,5,15149.84,Tablets,iPad,Quarterly
2778,Silver,210625.74,4,52656.44,Smartphones,Samsung,Bi-weekly
2779,Gold,228043.68,9,25338.19,Tablets,Samsung,Monthly
2780,Silver,721658.86,5,144331.77,Laptops,MacBook,Quarterly
2781,Silver,163193.71,4,40798.43,Mice,Logitech,Weekly
2782,Gold,500278.55,7,71468.36,Mice,Dell,Monthly
2783,Gold,308560.67,7,44080.1,Printers,HP,Quarterly
2784,Gold,321526.78,7,45932.4,Laptops,Lenovo,Bi-weekly
2785,Silver,153599.69,6,25599.95,Printers,HP,Quarterly
2786,Silver,238076.71,4,59519.18,Mice,Dell,Quarterly
2787,Silver,300797.91,5,60159.58,Mice,Corsair,Weekly
2788,Bronze,433470.14,2,216735.07,Tablets,iPad,Quarterly
2789,Silver,499425.69,6,83237.61,Monitors,ASUS,Monthly
2790,Bronze,10612.46,1,10612.46,Printers,HP,Quarterly
2791,Bronze,118445.66,3,39481.89,Monitors,ASUS,Bi-weekly
2792,Silver,197174.55,4,49293.64,Tablets,iPad,Monthly
2793,Silver,40032.11,6,6672.02,Mice,Dell,Weekly
2794,Silver,526120.73,6,87686.79,Keyboards,Logitech,Bi-weekly
2795,Bronze,21632.79,2,10816.4,Keyboards,Logitech,Monthly
2796,Bronze,312454.85,3,104151.62,Keyboards,Logitech,Weekly
2797,Silver,629889.52,5,125977.9,Keyboards,Logitech,Bi-weekly
2798,Silver,40849.14,6,6808.19,Tablets,Samsung,Weekly
2799,Gold,224139.83,7,32019.98,Tablets,iPad,Monthly
2800,Silver,118041.45,4,29510.36,Tablets,Samsung,Weekly
2801,Gold,327739.81,7,46819.97,Tablets,Samsung,Quarterly
2802,Gold,341720.55,7,48817.22,Printers,HP,Monthly
2803,Silver,86111.16,5,17222.23,Smartphones,Realme,Quarterly
2804,Gold,199610.48,7,28515.78,Mice,Dell,Weekly
2805,Silver,37494.45,4,9373.61,Smartphones,Samsung,Quarterly
2806,Silver,223891.93,4,55972.98,Smartphones,Poco,Monthly
2807,Silver,88657.3,4,22164.32,Monitors,ASUS,Weekly
2808,Silver,85496.33,6,14249.39,Monitors,MSI,Quarterly
2809,Gold,104029.38,8,13003.67,Mice,Dell,Monthly
2810,Silver,594722.25,5,118944.45,Printers,Canon,Monthly
2811,Silver,97124.69,4,24281.17,Printers,HP,Weekly
2812,Silver,70943.32,4,17735.83,Monitors,ASUS,Weekly
2813,Bronze,92748.42,3,30916.14,Monitors,MSI,Weekly
2814,Silver,242903.61,6,40483.94,Laptops,HP,Weekly
2815,Silver,168948.69,5,33789.74,Laptops,HP,Monthly
2816,Gold,481354.26,8,60169.28,Mice,Dell,Quarterly
2817,Bronze,4929.5,3,1643.17,Keyboards,Dell,Weekly
2818,Bronze,112805.71,2,56402.86,Laptops,HP,Bi-weekly
2819,Bronze,95191.19,2,47595.6,Smartphones,Samsung,Bi-weekly
2820,Silver,169609.68,4,42402.42,Tablets,iPad,Quarterly
2821,Silver,202516.74,5,40503.35,Printers,Canon,Weekly
2822,Silver,254570.1,6,42428.35,Mice,Dell,Bi-weekly
2823,Silver,234480.34,5,46896.07,Printers,Canon,Bi-weekly
2824,Silver,331705.99,5,66341.2,Smartphones,Samsung,Weekly
2825,Bronze,34926.43,1,34926.43,Mice,Dell,Bi-weekly
2826,Bronze,61942.01,2,30971.0,Printers,HP,Bi-weekly
2827,Bronze,14540.14,3,4846.71,Keyboards,Logitech,Bi-weekly
2828,Bronze,49035.58,2,24517.79,Keyboards,Dell,Quarterly
2829,Bronze,73416.08,3,24472.03,Tablets,Samsung,Quarterly
2830,Bronze,148474.51,3,49491.5,Smartphones,OnePlus,Quarterly
2831,Gold,357101.52,7,51014.5,Mice,Logitech,Quarterly
2832,Silver,97559.55,4,24389.89,Tablets,Samsung,Bi-weekly
2833,Silver,19812.22,5,3962.44,Monitors,BenQ,Quarterly
2834,Silver,3565.71,4,891.43,Mice,Corsair,Monthly
2835,Silver,374680.65,6,62446.77,Mice,Corsair,Bi-weekly
2836,Silver,59673.35,5,11934.67,Tablets,Samsung,Monthly
2837,Silver,654430.94,5,130886.19,Tablets,iPad,Quarterly
2838,Silver,37827.64,5,7565.53,Keyboards,Corsair,Bi-weekly
2839,Silver,348638.34,5,69727.67,Printers,Canon,Quarterly
2840,Silver,49499.71,6,8249.95,Mice,Dell,Monthly
2841,Gold,64825.52,7,9260.79,Tablets,Samsung,Monthly
2842,Bronze,41434.82,1,41434.82,Tablets,iPad,Weekly
2843,Silver,298792.91,5,59758.58,Mice,Corsair,Quarterly
2844,Gold,31561.04,7,4508.72,Printers,HP,Quarterly
2845,Bronze,178144.15,3,59381.38,Monitors,Dell,Bi-weekly
2846,Silver,48638.25,4,12159.56,Smartphones,Poco,Monthly
2847,Bronze,9840.69,3,3280.23,Monitors,LG,Monthly
2848,Gold,301730.32,8,37716.29,Printers,HP,Monthly
2849,Bronze,7169.83,3,2389.94,Keyboards,Logitech,Weekly
2850,Silver,43951.93,5,8790.39,Laptops,Lenovo,Weekly
2851,Gold,122009.46,9,13556.61,Printers,HP,Monthly
2852,Silver,196364.64,4,49091.16,Keyboards,Dell,Monthly
2853,Bronze,8154.89,1,8154.89,Monitors,ASUS,Monthly
2854,Silver,158419.18,4,39604.8,Smartphones,Realme,Weekly
2855,Gold,406779.99,8,50847.5,Monitors,Dell,Weekly
2856,Bronze,260936.44,3,86978.81,Mice,Logitech,Quarterly
2857,Silver,98231.63,4,24557.91,Printers,Canon,Weekly
2858,Silver,102554.05,4,25638.51,Mice,Dell,Monthly
2859,Gold,242981.05,8,30372.63,Keyboards,Corsair,Quarterly
2860,Bronze,58792.34,1,58792.34,Smartphones,Poco,Bi-weekly
2861,Bronze,22308.62,2,11154.31,Printers,Canon,Monthly
2862,Bronze,2911.42,2,1455.71,Laptops,Dell,Bi-weekly
2863,Silver,1203545.3,6,200590.88,Smartphones,Samsung,Bi-weekly
2864,Bronze,12161.34,1,12161.34,Printers,HP,Quarterly
2865,Bronze,98662.74,3,32887.58,Tablets,Samsung,Monthly
2866,Silver,83131.75,4,20782.94,Laptops,HP,Weekly
2867,Bronze,13351.06,3,4450.35,Keyboards,Dell,Quarterly
2868,Bronze,33635.44,3,11211.81,Laptops,HP,Monthly
2869,Silver,79271.79,4,19817.95,Mice,Logitech,Quarterly
2870,Gold,744012.21,8,93001.53,Laptops,Dell,Monthly
2871,Silver,79528.71,6,13254.79,Mice,Dell,Monthly
2872,Silver,922786.61,5,184557.32,Laptops,HP,Monthly
2873,Silver,226460.76,4,56615.19,Monitors,Dell,Bi-weekly
2874,Silver,39923.12,4,9980.78,Tablets,iPad,Monthly
2875,Gold,876252.7,7,125178.96,Monitors,ASUS,Weekly
2876,Silver,75124.92,4,18781.23,Printers,Canon,Weekly
2877,Bronze,17092.47,1,17092.47,Tablets,Samsung,Bi-weekly
2878,Bronze,101438.72,2,50719.36,Mice,Corsair,Weekly
2879,Gold,19793.07,8,2474.13,Laptops,Lenovo,Weekly
2880,Silver,41696.23,4,10424.06,Printers,HP,Quarterly
2881,Silver,95077.93,6,15846.32,Keyboards,Dell,Bi-weekly
2882,Bronze,74983.37,1,74983.37,Tablets,Samsung,Bi-weekly
2883,Bronze,136608.42,3,45536.14,Monitors,LG,Monthly
2884,Silver,828798.3,6,138133.05,Mice,Logitech,Weekly
2885,Gold,270618.05,8,33827.26,Keyboards,Dell,Monthly
2886,Bronze,1699.74,1,1699.74,Smartphones,Xiaomi,Weekly
2887,Bronze,140668.05,2,70334.03,Tablets,Samsung,Quarterly
2888,Silver,48834.99,4,12208.75,Keyboards,Razer,Weekly
2889,Silver,40630.38,5,8126.08,Mice,Logitech,Bi-weekly
2890,Silver,37134.25,6,6189.04,Laptops,HP,Monthly
2891,Silver,22389.8,4,5597.45,Tablets,Samsung,Bi-weekly
2892,Bronze,65148.32,3,21716.11,Monitors,LG,Bi-weekly
2893,Gold,13069.07,7,1867.01,Smartphones,Poco,Bi-weekly
2894,Silver,211799.64,4,52949.91,Smartphones,OnePlus,Weekly
2895,Bronze,90416.74,2,45208.37,Printers,Canon,Monthly
2896,Silver,121217.82,6,20202.97,Tablets,Samsung,Bi-weekly
2897,Silver,46788.21,4,11697.05,Mice,Dell,Monthly
2898,Silver,159541.91,4,39885.48,Mice,Logitech,Monthly
2899,Gold,515421.84,7,73631.69,Monitors,BenQ,Quarterly
2900,Gold,5820.08,7,831.44,Monitors,BenQ,Bi-weekly
2901,Gold,420971.36,7,60138.77,Printers,Canon,Quarterly
2902,Silver,24286.0,4,6071.5,Printers,HP,Monthly
2903,Bronze,58074.22,2,29037.11,Printers,Canon,Quarterly
2904,Bronze,45238.85,3,15079.62,Monitors,BenQ,Bi-weekly
2905,Bronze,15148.42,1,15148.42,Smartphones,iPhone,Monthly
2906,Silver,240290.35,5,48058.07,Laptops,MacBook,Bi-weekly
2907,Bronze,2129.89,3,709.96,Smartphones,iPhone,Bi-weekly
2908,Bronze,32548.89,2,16274.45,Mice,Logitech,Weekly
2909,Bronze,40935.17,1,40935.17,Mice,Corsair,Quarterly
2910,Bronze,55656.19,3,18552.06,Monitors,BenQ,Monthly
2911,Gold,506401.54,7,72343.08,Mice,Logitech,Quarterly
2912,Gold,100808.06,7,14401.15,Monitors,MSI,Monthly
2913,Silver,153415.44,5,30683.09,Laptops,MacBook,Monthly
2914,Bronze,200378.79,2,100189.39,Mice,Logitech,Monthly
2915,Bronze,82828.94,3,27609.65,Printers,HP,Quarterly
2916,Silver,161910.53,5,32382.11,Monitors,LG,Quarterly
2917,Silver,329567.98,4,82391.99,Tablets,iPad,Weekly
2918,Silver,163921.41,5,32784.28,Mice,Dell,Bi-weekly
2919,Gold,118664.5,7,16952.07,Keyboards,Logitech,Monthly
2920,Silver,297408.01,4,74352.0,Mice,Corsair,Monthly
2921,Silver,57641.35,4,14410.34,Keyboards,Dell,Bi-weekly
2922,Bronze,22784.13,3,7594.71,Smartphones,iPhone,Quarterly
2923,Gold,129194.62,7,18456.37,Keyboards,Dell,Weekly
2924,Bronze,51040.13,2,25520.07,Monitors,ASUS,Bi-weekly
2925,Gold,950758.74,7,135822.68,Printers,HP,Quarterly
2926,Silver,183052.03,6,30508.67,Printers,HP,Bi-weekly
2927,Silver,13710.31,5,2742.06,Smartphones,Xiaomi,Quarterly
2928,Silver,46266.6,4,11566.65,Printers,HP,Weekly
2929,Silver,208104.58,6,34684.1,Smartphones,Samsung,Bi-weekly
2930,Silver,22556.5,5,4511.3,Printers,Canon,Weekly
2931,Silver,180686.1,4,45171.52,Mice,Logitech,Quarterly
2932,Silver,406314.43,5,81262.89,Smartphones,Poco,Bi-weekly
2933,Silver,98785.44,6,16464.24,Monitors,ASUS,Quarterly
2934,Silver,113735.82,5,22747.16,Keyboards,Logitech,Weekly
2935,Silver,607633.32,5,121526.66,Keyboards,Dell,Weekly
2936,Gold,209508.13,7,29929.73,Tablets,Samsung,Quarterly
2937,Silver,34694.97,5,6938.99,Laptops,HP,Bi-weekly
2938,Silver,4054.97,4,1013.74,Laptops,HP,Monthly
2939,Bronze,1567.65,1,1567.65,Mice,Dell,Monthly
2940,Gold,171873.77,7,24553.4,Mice,Corsair,Quarterly
2941,Silver,132538.53,5,26507.71,Smartphones,OnePlus,Weekly
2942,Bronze,72268.35,1,72268.35,Laptops,MacBook,Bi-weekly
2943,Silver,215194.58,5,43038.92,Smartphones,Realme,Weekly
2944,Silver,625743.95,5,125148.79,Laptops,MacBook,Weekly
2945,Silver,34294.3,6,5715.72,Smartphones,Poco,Weekly
2946,Silver,14620.48,4,3655.12,Laptops,Dell,Weekly
2947,Bronze,72728.03,3,24242.68,Tablets,Samsung,Bi-weekly
2948,Gold,580361.59,8,72545.2,Laptops,Dell,Monthly
2949,Silver,79176.59,4,19794.15,Keyboards,Logitech,Weekly
2950,Silver,563846.79,5,112769.36,Monitors,Dell,Quarterly
2951,Silver,52219.89,5,10443.98,Printers,HP,Quarterly
2952,Silver,564980.71,4,141245.18,Keyboards,Corsair,Quarterly
2953,Silver,32665.88,6,5444.31,Smartphones,Realme,Quarterly
2954,Silver,39562.47,4,9890.62,Monitors,LG,Quarterly
2955,Bronze,105.66,2,52.83,Keyboards,Dell,Quarterly
2956,Bronze,78983.72,3,26327.91,Smartphones,iPhone,Quarterly
2957,Silver,159160.63,4,39790.16,Printers,Canon,Bi-weekly
2958,Gold,87690.94,7,12527.28,Printers,HP,Quarterly
2959,Gold,159663.29,7,22809.04,Smartphones,Realme,Monthly
2960,Silver,40611.97,4,10152.99,Monitors,BenQ,Weekly
2961,Bronze,192040.02,3,64013.34,Tablets,Samsung,Weekly
2962,Gold,252183.0,7,36026.14,Tablets,Samsung,Quarterly
2963,Bronze,157064.02,3,52354.67,Tablets,iPad,Bi-weekly
2964,Silver,249070.71,6,41511.78,Keyboards,Logitech,Weekly
2965,Silver,141851.38,4,35462.84,Printers,HP,Bi-weekly
2966,Silver,39318.21,6,6553.04,Smartphones,Realme,Bi-weekly
2967,Bronze,5253.83,3,1751.28,Mice,Dell,Monthly
2968,Gold,69107.38,8,8638.42,Smartphones,Poco,Weekly
2969,Silver,19424.31,4,4856.08,Monitors,MSI,Weekly
2970,Silver,534794.34,5,106958.87,Monitors,LG,Bi-weekly
2971,Silver,341667.09,5,68333.42,Mice,Logitech,Weekly
2972,Bronze,176374.06,2,88187.03,Mice,Dell,Quarterly
2973,Silver,54637.71,6,9106.28,Monitors,MSI,Quarterly
2974,Bronze,62568.66,1,62568.66,Keyboards,Dell,Monthly
2975,Gold,112630.96,7,16090.14,Keyboards,Dell,Quarterly
2976,Bronze,5903.69,1,5903.69,Keyboards,Dell,Weekly
2977,Silver,33732.24,4,8433.06,Laptops,MacBook,Bi-weekly
2978,Silver,64961.68,5,12992.34,Monitors,MSI,Weekly
2979,Silver,572259.47,5,114451.89,Smartphones,OnePlus,Monthly
2980,Silver,20148.92,4,5037.23,Laptops,MacBook,Weekly
2981,Gold,140811.3,9,15645.7,Mice,Corsair,Bi-weekly
2982,Silver,13587.44,5,2717.49,Keyboards,Dell,Monthly
2983,Silver,49409.33,4,12352.33,Monitors,ASUS,Bi-weekly
2984,Silver,32611.37,6,5435.23,Smartphones,iPhone,Weekly
2985,Silver,97562.18,5,19512.44,Keyboards,Dell,Bi-weekly
2986,Silver,438147.01,6,73024.5,Monitors,MSI,Monthly
2987,Silver,106290.03,4,26572.51,Keyboards,Dell,Monthly
2988,Silver,1017446.76,4,254361.69,Printers,HP,Weekly
2989,Bronze,39668.56,1,39668.56,Laptops,MacBook,Bi-weekly
2990,Bronze,61282.85,1,61282.85,Printers,HP,Monthly
2991,Bronze,50300.46,1,50300.46,Monitors,ASUS,Quarterly
2992,Gold,35062.88,8,4382.86,Printers,Canon,Weekly
2993,Silver,139490.67,5,27898.13,Printers,HP,Bi-weekly
2994,Silver,2050380.1,6,341730.02,Laptops,HP,Monthly
2995,Silver,313276.38,6,52212.73,Printers,HP,Bi-weekly
2996,Silver,36753.19,4,9188.3,Laptops,Dell,Bi-weekly
2997,Gold,129271.04,8,16158.88,Tablets,iPad,Bi-weekly
2998,Bronze,57218.49,1,57218.49,Laptops,MacBook,Quarterly
2999,Silver,75974.47,5,15194.89,Laptops,Dell,Weekly
3000,Silver,208190.61,6,34698.43,Laptops,Lenovo,Monthly
3001,Bronze,63325.55,2,31662.78,Printers,HP,Bi-weekly
3002,Silver,132329.58,4,33082.39,Keyboards,Logitech,Quarterly
3003,Bronze,54314.63,1,54314.63,Laptops,HP,Bi-weekly
3004,Silver,45420.28,5,9084.06,Tablets,Samsung,Weekly
3005,Silver,747206.45,4,186801.61,Laptops,MacBook,Quarterly
3006,Silver,114632.94,4,28658.23,Laptops,Dell,Monthly
3007,Bronze,282499.01,3,94166.34,Laptops,Lenovo,Monthly
3008,Gold,415356.58,7,59336.65,Monitors,LG,Bi-weekly
3009,Silver,58031.92,4,14507.98,Printers,Canon,Monthly
3010,Gold,187541.96,9,20838.0,Tablets,Samsung,Monthly
3011,Gold,703217.53,7,100459.65,Laptops,MacBook,Quarterly
3012,Silver,11412.65,5,2282.53,Tablets,Samsung,Weekly
3013,Gold,214196.09,7,30599.44,Laptops,Dell,Weekly
3014,Silver,151697.04,6,25282.84,Monitors,ASUS,Monthly
3015,Silver,136901.46,5,27380.29,Tablets,iPad,Weekly
3016,Silver,271583.9,5,54316.78,Smartphones,OnePlus,Quarterly
3017,Bronze,12069.48,2,6034.74,Smartphones,Poco,Weekly
3018,Silver,27962.52,6,4660.42,Printers,Canon,Monthly
3019,Silver,51467.2,6,8577.87,Smartphones,Poco,Weekly
3020,Silver,36395.11,6,6065.85,Mice,Dell,Weekly
3021,Bronze,6437.36,2,3218.68,Keyboards,Logitech,Bi-weekly
3022,Gold,12371.83,7,1767.4,Smartphones,Poco,Quarterly
3023,Silver,79861.59,4,19965.4,Monitors,MSI,Quarterly
3024,Gold,85540.01,9,9504.45,Monitors,ASUS,Quarterly
3025,Bronze,72383.24,2,36191.62,Keyboards,Corsair,Monthly
3026,Bronze,127818.77,3,42606.26,Printers,HP,Weekly
3027,Silver,162199.97,6,27033.33,Mice,Logitech,Quarterly
3028,Bronze,25084.77,1,25084.77,Printers,Canon,Monthly
3029,Bronze,21369.11,3,7123.04,Smartphones,OnePlus,Weekly
3030,Silver,154483.78,6,25747.3,Keyboards,Logitech,Weekly
3031,Silver,290002.14,5,58000.43,Smartphones,iPhone,Bi-weekly
3032,Silver,509190.35,5,101838.07,Printers,Canon,Bi-weekly
3033,Silver,449600.17,5,89920.03,Smartphones,iPhone,Weekly
3034,Bronze,14204.94,3,4734.98,Keyboards,Corsair,Bi-weekly
3035,Silver,50956.52,6,8492.75,Mice,Dell,Monthly
3036,Bronze,99525.5,2,49762.75,Mice,Corsair,Quarterly
3037,Silver,670529.2,4,167632.3,Mice,Dell,Weekly
3038,Silver,62763.02,5,12552.6,Smartphones,Xiaomi,Monthly
3039,Silver,24312.56,5,4862.51,Printers,HP,Weekly
3040,Bronze,172097.6,3,57365.87,Smartphones,Samsung,Bi-weekly
3041,Silver,244009.8,5,48801.96,Keyboards,Razer,Monthly
3042,Bronze,41803.26,2,20901.63,Printers,Canon,Monthly
3043,Gold,113582.18,7,16226.03,Smartphones,Samsung,Weekly
3044,Bronze,14186.44,1,14186.44,Tablets,Samsung,Weekly
3045,Silver,75882.97,4,18970.74,Laptops,Dell,Monthly
3046,Silver,27578.87,6,4596.48,Mice,Dell,Quarterly
3047,Silver,392326.67,6,65387.78,Monitors,LG,Monthly
3048,Bronze,23209.47,3,7736.49,Mice,Logitech,Monthly
3049,Bronze,1274.8,3,424.93,Smartphones,Poco,Weekly
3050,Gold,256792.34,8,32099.04,Printers,HP,Monthly
3051,Silver,197283.83,6,32880.64,Laptops,Dell,Weekly
3052,Bronze,204522.24,3,68174.08,Printers,HP,Quarterly
3053,Silver,149050.97,4,37262.74,Tablets,iPad,Weekly
3054,Silver,82056.38,4,20514.1,Mice,Corsair,Weekly
3055,Bronze,15657.18,2,7828.59,Monitors,ASUS,Monthly
3056,Silver,421304.71,5,84260.94,Printers,HP,Bi-weekly
3057,Bronze,93033.94,3,31011.31,Monitors,LG,Weekly
3058,Bronze,393860.73,2,196930.37,Smartphones,OnePlus,Monthly
3059,Silver,7821.43,4,1955.36,Tablets,Samsung,Weekly
3060,Bronze,24818.46,3,8272.82,Mice,Corsair,Quarterly
3061,Silver,78833.54,4,19708.39,Tablets,Samsung,Bi-weekly
3062,Silver,742230.21,6,123705.04,Mice,Dell,Bi-weekly
3063,Bronze,5444.34,2,2722.17,Keyboards,Razer,Monthly
3064,Silver,35041.62,4,8760.41,Printers,Canon,Weekly
3065,Bronze,272542.39,2,136271.2,Laptops,Lenovo,Bi-weekly
3066,Gold,287416.65,7,41059.52,Printers,HP,Monthly
3067,Bronze,127231.96,3,42410.65,Keyboards,Logitech,Bi-weekly
3068,Silver,42620.03,4,10655.01,Keyboards,Corsair,Monthly
3069,Silver,120973.82,6,20162.3,Monitors,Dell,Weekly
3070,Bronze,126175.89,3,42058.63,Laptops,Lenovo,Monthly
3071,Bronze,13991.15,1,13991.15,Tablets,Samsung,Monthly
3072,Gold,215263.65,7,30751.95,Keyboards,Razer,Weekly
3073,Silver,102735.78,5,20547.16,Laptops,HP,Quarterly
3074,Silver,286359.67,4,71589.92,Laptops,Dell,Quarterly
3075,Silver,450174.14,6,75029.02,Keyboards,Razer,Quarterly
3076,Bronze,78572.4,2,39286.2,Tablets,Samsung,Monthly
3077,Bronze,15334.33,1,15334.33,Smartphones,Xiaomi,Bi-weekly
3078,Silver,98258.82,6,16376.47,Tablets,Samsung,Weekly
3079,Bronze,92505.92,3,30835.31,Tablets,Samsung,Quarterly
3080,Bronze,21236.84,2,10618.42,Tablets,Samsung,Quarterly
3081,Bronze,53104.18,2,26552.09,Mice,Dell,Quarterly
3082,Gold,72104.88,7,10300.7,Monitors,LG,Bi-weekly
3083,Bronze,50171.78,3,16723.93,Laptops,HP,Weekly
3084,Bronze,70602.92,2,35301.46,Keyboards,Corsair,Weekly
3085,Bronze,15755.9,1,15755.9,Smartphones,iPhone,Monthly
3086,Bronze,3812.49,3,1270.83,Tablets,iPad,Quarterly
3087,Silver,203577.57,4,50894.39,Smartphones,Realme,Quarterly
3088,Gold,277074.4,7,39582.06,Laptops,Lenovo,Monthly
3089,Silver,160965.37,6,26827.56,Keyboards,Corsair,Quarterly
3090,Silver,151845.71,5,30369.14,Mice,Dell,Quarterly
3091,Silver,121950.1,6,20325.02,Monitors,LG,Quarterly
3092,Silver,135760.71,4,33940.18,Tablets,iPad,Weekly
3093,Bronze,36896.94,3,12298.98,Laptops,MacBook,Monthly
3094,Silver,49627.02,6,8271.17,Keyboards,Logitech,Bi-weekly
3095,Bronze,145178.89,2,72589.45,Printers,HP,Monthly
3096,Gold,566946.99,8,70868.37,Tablets,Samsung,Quarterly
3097,Silver,245717.46,5,49143.49,Tablets,iPad,Weekly
3098,Silver,213166.03,5,42633.21,Printers,HP,Monthly
3099,Gold,9273.84,7,1324.83,Printers,Canon,Weekly
3100,Bronze,12478.42,2,6239.21,Mice,Corsair,Bi-weekly
3101,Gold,74275.35,7,10610.76,Keyboards,Logitech,Monthly
3102,Silver,156009.16,4,39002.29,Smartphones,Realme,Weekly
3103,Bronze,126532.75,2,63266.37,Mice,Dell,Bi-weekly
3104,Silver,80397.81,6,13399.64,Keyboards,Logitech,Quarterly
3105,Silver,70466.58,4,17616.64,Tablets,Samsung,Quarterly
3106,Silver,32852.82,5,6570.56,Keyboards,Razer,Quarterly
3107,Gold,39110.88,7,5587.27,Smartphones,iPhone,Weekly
3108,Bronze,148293.08,3,49431.03,Monitors,Dell,Quarterly
3109,Silver,35755.88,5,7151.18,Keyboards,Razer,Bi-weekly
3110,Bronze,5023.19,3,1674.4,Mice,Corsair,Bi-weekly
3111,Bronze,154791.4,3,51597.13,Tablets,iPad,Quarterly
3112,Silver,503764.74,4,125941.18,Laptops,Lenovo,Quarterly
3113,Silver,396543.18,5,79308.64,Printers,HP,Quarterly
3114,Bronze,2808.22,2,1404.11,Keyboards,Logitech,Bi-weekly
3115,Bronze,14924.7,1,14924.7,Smartphones,Poco,Quarterly
3116,Bronze,102078.9,3,34026.3,Keyboards,Logitech,Weekly
3117,Silver,155592.35,6,25932.06,Laptops,MacBook,Quarterly
3118,Gold,147285.31,8,18410.66,Laptops,Dell,Monthly
3119,Silver,222189.87,4,55547.47,Laptops,MacBook,Weekly
3120,Silver,362122.29,5,72424.46,Printers,HP,Quarterly
3121,Silver,15854.9,5,3170.98,Smartphones,Realme,Weekly
3122,Gold,479378.23,9,53264.25,Monitors,ASUS,Quarterly
3123,Bronze,133916.0,3,44638.67,Laptops,Dell,Bi-weekly
3124,Silver,205195.83,4,51298.96,Smartphones,Poco,Bi-weekly
3125,Silver,96274.92,6,16045.82,Laptops,HP,Monthly
3126,Silver,42311.18,5,8462.24,Monitors,MSI,Weekly
3127,Bronze,77505.47,2,38752.73,Mice,Corsair,Weekly
3128,Silver,9570.76,4,2392.69,Mice,Corsair,Monthly
3129,Silver,53534.13,5,10706.83,Smartphones,Poco,Bi-weekly
3130,Bronze,223204.76,3,74401.59,Monitors,LG,Bi-weekly
3131,Silver,163502.73,5,32700.55,Laptops,Dell,Quarterly
3132,Silver,448822.47,5,89764.49,Monitors,ASUS,Weekly
3133,Bronze,46926.78,1,46926.78,Monitors,BenQ,Monthly
3134,Silver,187871.25,5,37574.25,Laptops,MacBook,Weekly
3135,Bronze,147712.16,3,49237.39,Mice,Dell,Bi-weekly
3136,Silver,179899.75,6,29983.29,Keyboards,Logitech,Bi-weekly
3137,Silver,425997.41,4,106499.35,Smartphones,iPhone,Monthly
3138,Gold,46060.2,7,6580.03,Mice,Logitech,Weekly
3139,Gold,1344948.02,7,192135.43,Keyboards,Dell,Bi-weekly
3140,Bronze,109094.07,2,54547.03,Laptops,HP,Monthly
3141,Gold,809507.43,7,115643.92,Smartphones,iPhone,Quarterly
3142,Silver,120345.08,6,20057.51,Tablets,Samsung,Weekly
3143,Gold,18136.98,7,2591.0,Laptops,MacBook,Weekly
3144,Bronze,161310.15,3,53770.05,Monitors,BenQ,Monthly
3145,Silver,179792.44,6,29965.41,Laptops,Lenovo,Bi-weekly
3146,Bronze,107382.82,3,35794.27,Monitors,ASUS,Bi-weekly
3147,Silver,62136.58,4,15534.14,Mice,Dell,Quarterly
3148,Bronze,180531.6,2,90265.8,Tablets,Samsung,Monthly
3149,Bronze,14615.22,2,7307.61,Monitors,MSI,Weekly
3150,Gold,500953.41,9,55661.49,Laptops,Lenovo,Bi-weekly
3151,Silver,121995.9,6,20332.65,Monitors,LG,Monthly
3152,Silver,46610.51,5,9322.1,Monitors,LG,Quarterly
3153,Bronze,1538.49,3,512.83,Laptops,Dell,Bi-weekly
3154,Silver,215989.38,5,43197.88,Tablets,iPad,Bi-weekly
3155,Silver,32602.44,6,5433.74,Smartphones,Xiaomi,Monthly
3156,Bronze,16700.04,1,16700.04,Tablets,iPad,Bi-weekly
