invoice_id,customer_id,invoice_date,total_amount
11188,4695,2026-07-26,486415.06
11189,4787,2026-03-03,16215.63
11190,5332,2026-07-28,4932.36
11191,1296,2026-04-14,86378.11
11192,3585,2026-02-01,56372.96
11193,483,2026-01-15,110600.62
11194,1369,2026-02-24,55145.2
11195,6249,2025-11-08,81412.38
11196,5717,2025-12-11,156967.86
11197,245,2026-01-16,54119.99
11198,7175,2025-12-02,116533.71
11199,7772,2026-01-13,71243.03
11200,2013,2026-01-28,59934.58
11201,1359,2026-06-14,91857.57
11202,9296,2026-02-15,20286.86
11203,5451,2026-07-01,43170.99
11204,5541,2026-01-26,43159.93
11205,6117,2025-11-23,7950.7
11206,3967,2026-06-21,54674.31
11207,5707,2026-06-03,30039.36
11208,4435,2025-11-30,75402.22
11209,8994,2025-12-02,24989.44
11210,3952,2026-07-11,1147.07
11211,9038,2025-12-05,111338.99
11212,7381,2026-04-14,71293.58
11213,1425,2026-01-21,18098.36
11214,536,2026-02-02,34845.41
11215,8751,2025-12-10,10860.38
11216,4435,2025-12-04,68125.74
11217,9920,2025-11-18,94536.95
11218,8385,2026-08-08,87288.48
11219,4051,2026-06-10,24929.12
11220,8776,2025-12-22,92993.62
11221,3032,2026-08-07,21830.42
11222,159,2026-03-28,63387.93
11223,7348,2025-12-31,32767.97
11224,9429,2025-12-21,41545.99
11225,4533,2026-01-30,59873.98
11226,2702,2026-08-07,13031.27
11227,6236,2025-10-12,22450.16
11228,6165,2026-05-07,13020.35
11229,1403,2026-08-17,40507.54
11230,3762,2025-11-24,36997.44
11231,5173,2025-11-29,118370.31
11232,9109,2026-07-28,1368.14
11233,9209,2026-02-27,18866.67
11234,1902,2026-08-20,4869.61
11235,972,2026-02-26,198594.39
11236,5713,2025-10-02,208103.13
11237,6039,2025-11-11,96694.5
11238,1322,2026-02-13,17022.27
11239,4962,2026-08-21,7557.52
11240,4272,2025-12-07,93540.89
11241,2819,2026-08-22,121752.32
11242,4771,2026-04-08,211720.83
11243,1123,2026-05-11,40936.09
11244,6910,2026-08-10,46852.63
11245,3122,2026-06-04,18859.37
11246,3944,2026-08-12,27865.09
11247,985,2025-12-25,97076.49
11248,1931,2026-03-20,109373.22
11249,4963,2025-11-10,38603.6
11250,4654,2025-10-03,46098.73
11251,6712,2026-02-02,299150.01
11252,8522,2026-05-11,33193.77
11253,3148,2026-03-01,106801.91
11254,3810,2025-10-18,1708.1
11255,4513,2026-06-06,12279.63
11256,9574,2026-02-25,9853.34
11257,8445,2026-07-06,12831.73
11258,3309,2025-10-31,30729.63
11259,5113,2025-12-04,46618.06
11260,9451,2025-11-28,18911.62
11261,367,2026-07-05,74957.37
11262,966,2026-02-04,33946.28
11263,217,2026-01-31,115809.15
11264,5249,2025-10-07,89511.35
11265,7743,2026-08-21,23609.17
11266,5450,2026-05-22,33162.0
11267,6174,2026-03-14,84057.03
11268,8352,2026-03-04,48641.16
11269,6547,2026-02-07,84938.37
11270,9254,2025-11-13,1695.0
11271,2921,2026-02-17,56553.2
11272,2646,2026-06-12,8158.2
11273,1398,2025-11-16,77567.53
11274,4525,2026-03-10,476407.31
11275,5873,2025-11-21,2736.55
11276,855,2026-08-19,1223.84
11277,3570,2026-05-14,51016.11
11278,8956,2026-04-04,33252.49
11279,4605,2026-07-28,16689.24
11280,1109,2026-05-05,121755.13
11281,2628,2025-11-10,196116.69
11282,2359,2026-07-24,25422.7
11283,2544,2026-03-07,31369.51
11284,9144,2026-03-21,271.32
11285,2047,2026-06-23,12248.19
11286,3786,2026-08-02,100192.71
11287,444,2025-10-19,87013.59
11288,889,2026-08-21,9258.87
11289,3796,2025-09-29,16091.45
11290,6529,2026-06-22,1761.12
11291,8917,2026-04-22,99289.39
11292,2135,2026-07-11,173428.97
11293,7129,2026-06-04,96991.61
11294,3309,2026-03-01,45623.14
11295,9709,2026-06-22,94753.71
11296,2223,2026-05-26,14710.48
11297,1681,2026-01-16,15131.7
11298,1959,2026-07-04,121393.8
11299,406,2026-04-04,155349.59
11300,6479,2025-12-30,85859.5
11301,3557,2026-07-11,58677.97
11302,7397,2026-08-05,226035.14
11303,5166,2026-07-14,167484.66
11304,1359,2026-07-01,47639.93
11305,9942,2025-12-24,18668.91
11306,6163,2026-07-08,96155.09
11307,4639,2025-11-07,22518.78
11308,6793,2025-09-30,79694.15
11309,8594,2026-05-18,91444.68
11310,4733,2026-03-23,3179.13
11311,9079,2026-07-10,164216.12
11312,8534,2026-08-23,28321.6
11313,7903,2026-06-04,67645.11
11314,8358,2026-01-25,2112.24
11315,5286,2026-05-27,11092.33
11316,5879,2025-10-11,360843.52
11317,1190,2026-05-25,99325.76
11318,9459,2026-06-12,54720.98
11319,7606,2026-06-19,72733.48
11320,5939,2025-12-14,198930.46
11321,7896,2025-11-22,6530.78
11322,9670,2026-01-22,4131.24
11323,2224,2026-08-28,213884.26
11324,1617,2025-09-22,35646.79
11325,2413,2025-09-12,32971.59
11326,3146,2026-05-03,200299.42
11327,5943,2026-08-25,160480.07
11328,9225,2026-05-08,38030.06
11329,6454,2025-12-31,66177.33
11330,9683,2026-08-21,53807.69
11331,9207,2026-05-11,49514.63
11332,3187,2025-12-23,53621.62
11333,5351,2025-12-18,1401.38
11334,1445,2026-06-18,230522.86
11335,4414,2026-01-02,14355.42
11336,9731,2026-05-31,11817.49
11337,3268,2026-04-16,352505.25
11338,4660,2026-02-04,33736.44
11339,1962,2026-03-19,62222.37
11340,4506,2025-12-09,101971.41
11341,4533,2025-11-27,57376.26
11342,5142,2026-06-12,7044.48
11343,3305,2026-01-25,98630.55
11344,555,2025-11-09,1961.01
11345,507,2026-03-07,1396.7
11346,6281,2025-09-21,60500.99
11347,2509,2025-11-28,74528.28
11348,3085,2025-12-23,1402.33
11349,7796,2026-01-19,199379.39
11350,3361,2026-08-23,30697.62
11351,7196,2026-05-26,1070.65
11352,3792,2026-05-24,44794.08
11353,776,2025-12-08,783.45
11354,1935,2025-11-19,21987.84
11355,9809,2026-06-12,58106.99
11356,3211,2025-12-30,96917.02
11357,6764,2026-02-03,83781.19
11358,6886,2025-12-22,53439.99
11359,2658,2026-06-25,61243.89
11360,870,2025-10-20,26577.02
11361,1216,2026-05-25,13400.63
11362,5568,2026-02-07,23300.1
11363,80,2026-03-30,119847.26
11364,8529,2026-01-08,39555.39
11365,9697,2026-06-15,191549.17
11366,7160,2026-03-26,75560.97
11367,4256,2026-03-12,48407.6
11368,822,2026-04-19,45369.41
11369,1754,2025-09-28,149645.67
11370,6900,2026-06-04,52544.71
11371,7104,2026-05-02,65802.17
11372,8850,2026-04-04,5823.23
11373,5481,2026-05-10,235780.96
11374,1019,2026-04-20,2130.84
11375,2699,2026-03-09,17920.93
11376,5172,2025-11-23,81783.21
11377,1480,2026-04-25,64560.83
11378,1938,2026-07-10,8419.88
11379,8825,2026-09-03,23550.32
11380,9985,2026-05-09,6535.16
11381,7212,2025-11-22,116465.23
11382,1082,2026-04-23,59174.4
11383,9675,2025-11-26,75467.08
11384,6232,2025-10-21,195214.73
11385,2080,2026-06-27,202194.48
11386,8219,2026-08-12,4005.72
11387,9386,2026-03-19,1401.38
11388,87,2026-04-04,273677.98
11389,7332,2026-08-20,66724.71
11390,5228,2026-02-14,16402.89
11391,6010,2026-09-04,156967.86
11392,4887,2026-04-28,312114.06
11393,8705,2025-11-14,11658.78
11394,2687,2026-07-10,212093.12
11395,9572,2026-02-25,45784.29
11396,4998,2026-08-15,93774.95
11397,1900,2025-12-21,91705.16
11398,5694,2026-01-09,88313.86
11399,304,2026-02-04,149833.9
11400,4108,2025-09-25,135059.12
11401,2088,2025-11-04,51876.34
11402,9828,2025-12-29,118174.67
11403,3129,2026-07-21,131842.75
11404,7964,2025-09-18,17649.09
11405,8453,2026-01-16,40507.54
11406,3976,2025-09-20,17128.78
11407,1531,2025-11-24,21436.5
11408,9645,2026-01-15,4524.34
11409,9028,2026-07-04,285818.67
11410,7006,2025-09-29,11711.71
11411,5427,2026-02-24,10153.62
11412,3591,2026-07-10,155782.68
11413,9820,2026-03-18,157657.94
11414,4097,2025-09-15,63559.15
11415,9682,2026-05-26,53439.99
11416,9747,2025-12-01,133296.04
11417,4000,2026-03-19,183715.14
11418,9125,2026-05-15,14796.86
11419,8541,2026-02-28,31968.85
11420,9640,2026-05-19,35367.24
11421,9012,2026-06-11,4389.26
11422,635,2026-08-19,11770.31
11423,6938,2026-07-19,32182.9
11424,4739,2025-10-16,20169.89
11425,2859,2025-12-24,141244.88
11426,4486,2026-04-08,24045.71
11427,7543,2025-12-06,9995.4
11428,4623,2026-05-05,4260.17
11429,8564,2025-11-27,16897.14
11430,4957,2026-05-02,43644.24
11431,7007,2026-03-25,22622.6
11432,4993,2025-11-27,9788.69
11433,68,2026-04-02,93822.54
11434,7406,2025-11-20,65199.35
11435,2866,2026-05-08,52036.65
11436,9515,2026-03-14,52253.55
11437,9072,2026-08-12,42051.7
11438,5347,2026-08-11,23490.7
11439,1933,2025-11-20,68950.69
11440,2583,2025-12-21,105447.71
11441,2996,2026-03-25,91770.91
11442,7040,2025-11-21,4260.17
11443,8989,2026-07-12,86287.5
11444,171,2025-11-19,10045.69
11445,3255,2026-07-06,51615.8
11446,3228,2026-06-24,233707.29
11447,7185,2025-09-24,60152.18
11448,1964,2026-02-24,98349.52
11449,2175,2026-05-07,74845.67
11450,3090,2025-12-21,72921.91
11451,4076,2025-12-23,9223.46
11452,7330,2026-05-24,77325.68
11453,1675,2025-10-08,7452.21
11454,8284,2025-09-14,20595.37
11455,292,2025-10-29,56093.94
11456,5535,2026-06-17,2190.92
11457,1300,2026-08-21,6248.11
11458,1701,2026-03-07,1590.56
11459,8798,2026-05-14,98080.14
11460,5352,2026-06-04,101384.03
11461,7878,2025-09-25,72528.32
11462,6145,2026-04-29,17084.77
11463,1408,2026-07-16,12657.57
11464,9610,2026-04-14,1770.91
11465,6259,2025-09-19,64043.58
11466,1427,2025-09-23,171680.02
11467,588,2026-05-22,29742.43
11468,2463,2025-09-19,84002.63
11469,8821,2025-10-20,18154.94
11470,9977,2025-10-27,70451.46
11471,5185,2026-01-15,22352.23
11472,7037,2026-03-18,13821.92
11473,2913,2026-05-20,157518.05
11474,4362,2026-01-03,26069.66
11475,3507,2025-10-25,2313.47
11476,4675,2026-04-24,3258.28
11477,5029,2026-04-21,146868.12
11478,2794,2025-09-14,26229.46
11479,7785,2026-08-21,3443.35
11480,7551,2026-03-27,135501.33
11481,4005,2026-03-10,91336.87
11482,3563,2026-05-09,198923.93
11483,4366,2026-01-08,297256.44
11484,4791,2026-04-20,55269.2
11485,9291,2026-05-18,47454.05
11486,9762,2026-06-03,63008.43
11487,304,2026-01-06,61634.14
11488,7309,2026-05-07,77360.6
11489,4246,2026-08-16,58821.05
11490,6104,2025-11-28,71724.27
11491,7238,2025-12-11,9257.42
11492,3396,2025-10-30,2984.27
11493,8288,2025-12-03,77325.68
11494,3049,2026-02-15,74404.46
11495,8809,2026-01-27,79237.06
11496,7571,2026-08-27,5035.48
11497,6761,2026-06-21,42463.49
11498,5625,2026-08-13,4320.62
11499,6299,2026-07-07,30680.95
11500,4200,2025-10-20,4480.44
11501,2679,2026-08-29,55395.36
11502,7913,2025-10-09,5725.49
11503,689,2026-02-04,1761.12
11504,6241,2025-12-04,53900.05
11505,30,2026-04-01,121427.52
11506,5642,2026-03-20,92201.8
11507,8576,2026-08-07,122507.07
11508,8326,2025-10-14,48062.53
11509,5873,2026-06-01,7715.37
11510,3108,2026-06-02,72827.46
11511,9537,2026-03-06,2435.28
11512,3971,2026-03-16,14140.39
11513,3332,2026-01-03,18911.62
11514,9797,2025-09-21,276888.46
11515,3160,2026-03-28,178649.25
11516,3336,2025-10-23,165435.6
11517,6822,2026-05-02,126944.37
11518,9001,2026-01-01,1052.42
11519,8451,2026-08-22,66611.13
11520,7893,2025-09-13,89587.67
11521,1948,2026-03-29,28321.6
11522,889,2026-04-29,55462.17
11523,2325,2025-12-19,148117.33
11524,7362,2026-06-02,168164.2
11525,8774,2026-03-01,2681.43
11526,5146,2025-09-25,3648.11
11527,7587,2025-09-07,21362.18
11528,5101,2026-01-23,82239.37
11529,9358,2026-08-08,3184.85
11530,5403,2025-09-09,9407.69
11531,5077,2026-05-23,205298.28
11532,3529,2025-11-28,19132.7
11533,759,2025-11-24,38582.1
11534,3068,2026-03-31,2323.08
11535,2703,2025-12-09,47624.15
11536,3540,2026-06-29,92188.89
11537,1792,2026-03-15,150539.7
11538,6907,2026-06-27,41381.48
11539,7814,2026-01-10,39501.7
11540,1823,2026-05-16,221502.52
11541,2434,2026-06-24,39619.15
11542,8758,2026-03-10,6193.94
11543,3532,2026-04-26,123973.48
11544,8949,2026-01-21,7878.47
11545,2784,2026-02-04,141275.31
11546,5676,2026-04-04,55145.2
11547,3269,2025-11-21,177848.79
11548,2161,2026-06-17,85714.49
11549,2782,2026-03-19,7098.52
11550,6107,2026-07-28,7403.82
11551,4015,2025-11-27,297046.39
11552,5960,2025-10-07,41430.03
11553,1560,2026-03-04,92153.48
11554,5771,2026-02-10,56448.54
11555,1689,2025-11-29,70922.47
11556,6120,2026-03-05,248996.55
11557,7786,2026-05-31,16215.63
11558,9560,2026-05-14,16940.77
11559,463,2025-09-06,64817.42
11560,4020,2025-11-19,116382.43
11561,5606,2026-01-24,7957.68
11562,2002,2026-02-17,97293.54
11563,8059,2026-01-09,29576.7
11564,2393,2026-02-21,35606.5
11565,706,2026-05-14,241630.63
11566,4749,2025-10-13,32763.69
11567,9152,2026-08-18,72376.95
11568,5451,2026-06-24,229514.46
11569,6509,2026-06-22,158476.6
11570,3081,2026-02-17,40378.71
11571,321,2025-10-11,15097.07
11572,2449,2025-10-10,32035.71
11573,4956,2026-05-09,214166.27
11574,6250,2026-08-23,199997.35
11575,6348,2025-12-27,109556.68
11576,719,2025-09-10,53428.04
11577,7936,2026-02-25,23550.32
11578,3814,2026-07-26,57451.13
11579,4813,2025-12-15,145771.34
11580,1080,2026-03-15,321391.35
11581,1113,2026-06-03,79956.0
11582,8429,2026-01-11,236697.6
11583,4319,2025-11-20,341094.26
11584,325,2026-01-30,59848.7
11585,9605,2026-03-17,236171.3
11586,6347,2026-06-16,124989.61
11587,7416,2026-07-30,133447.32
11588,9916,2026-04-20,45205.68
11589,2517,2026-05-12,21373.86
11590,3351,2026-03-16,56401.73
11591,537,2026-05-02,82721.36
11592,2794,2025-11-26,39417.91
11593,6067,2026-06-08,15269.07
11594,8407,2026-04-17,48394.31
11595,7956,2025-09-22,15859.6
11596,578,2026-07-22,74557.5
11597,2181,2025-09-10,17205.7
11598,8279,2025-10-06,8571.69
11599,4294,2025-11-14,90883.68
11600,1490,2025-10-24,96853.3
11601,5976,2026-04-06,5823.3
11602,3914,2026-01-13,43149.39
11603,3258,2025-10-21,20249.33
11604,2173,2025-09-23,1542.24
11605,473,2025-10-22,115544.11
11606,5418,2026-02-17,72029.99
11607,7378,2026-07-20,42159.54
11608,5227,2026-04-10,2736.28
11609,8196,2025-11-14,70624.06
11610,7832,2026-04-17,79414.69
11611,3846,2026-03-23,173367.84
11612,2132,2026-04-11,43726.82
11613,3341,2026-04-10,151968.89
11614,3310,2026-01-19,43413.99
11615,4948,2026-03-07,177251.16
11616,8406,2025-11-12,41080.74
11617,6831,2026-04-27,81395.4
11618,4540,2026-06-15,75523.61
11619,9698,2026-04-01,86835.67
11620,8549,2026-06-07,17444.22
11621,3477,2026-02-26,49625.29
11622,3593,2025-11-28,168479.78
11623,4045,2026-05-02,42502.49
11624,4991,2025-10-18,21683.73
11625,5868,2026-05-13,15081.28
11626,210,2025-12-28,125050.14
11627,3547,2026-04-02,373474.59
11628,1340,2026-08-02,79268.88
11629,7180,2026-01-20,18156.02
11630,9513,2026-06-17,153865.53
11631,9659,2025-09-24,91065.08
11632,5017,2026-05-28,36685.06
11633,1075,2025-12-10,10530.2
11634,4291,2026-04-19,8663.6
11635,9482,2026-03-29,138645.56
11636,4612,2026-02-08,20595.37
11637,6524,2025-11-08,16776.44
11638,4687,2026-07-24,39549.88
11639,5240,2026-05-12,4622.68
11640,1402,2026-02-20,99038.05
11641,3616,2026-07-15,52839.82
11642,8272,2026-03-25,18141.49
11643,5137,2026-05-15,145263.3
11644,7957,2026-01-18,60844.07
11645,6899,2026-07-29,36994.76
11646,9470,2025-10-29,384294.0
11647,1287,2026-07-11,26957.44
11648,6118,2026-08-23,65605.71
11649,8406,2026-03-16,170411.68
11650,6106,2025-10-04,39563.63
11651,6803,2025-09-24,253537.74
11652,9733,2026-05-03,118861.52
11653,9758,2026-07-14,7712.02
11654,3697,2025-11-30,107357.53
11655,1801,2026-07-06,56030.65
11656,6221,2026-04-18,35801.69
11657,6647,2025-11-03,84305.95
11658,4492,2026-06-12,4653.77
11659,437,2026-07-12,58861.41
11660,2469,2026-03-15,188544.14
11661,9250,2025-09-07,99334.31
11662,4597,2026-08-14,97653.94
11663,2130,2026-08-12,109046.12
11664,291,2026-06-05,37528.92
11665,4314,2026-07-01,7172.45
11666,3201,2025-11-01,87961.06
11667,2586,2025-10-19,271869.15
11668,1341,2026-03-28,14475.14
11669,2678,2026-01-06,356260.37
11670,2976,2026-07-08,4673.45
11671,8760,2026-03-24,72420.12
11672,8958,2026-04-02,45776.01
11673,8589,2025-10-10,72106.27
11674,6257,2025-10-23,20595.37
11675,6475,2026-02-12,16940.77
11676,4499,2026-07-19,15635.13
11677,4651,2026-09-04,24292.57
11678,1691,2026-03-05,500.65
11679,8934,2026-02-28,24718.12
11680,4612,2026-02-22,70077.79
11681,6550,2026-01-17,50958.66
11682,1374,2025-12-11,45214.06
11683,3904,2026-09-02,138316.71
11684,9285,2026-07-28,29498.58
11685,367,2026-08-23,46813.46
11686,1866,2026-02-04,26966.96
11687,6654,2026-05-05,231303.09
11688,4388,2026-04-13,232424.12
11689,1318,2026-02-13,47624.15
11690,5063,2026-04-20,196059.91
11691,6153,2026-08-24,130767.99
11692,7005,2025-11-26,81976.87
11693,239,2026-06-18,8891.86
11694,1095,2026-03-15,83694.1
11695,8881,2025-09-27,42363.37
11696,6746,2026-05-02,5725.49
11697,6676,2025-10-04,44913.69
11698,1018,2026-04-24,38865.67
11699,6269,2026-06-30,61459.26
11700,3762,2025-11-08,59923.63
11701,2480,2025-11-01,21683.73
11702,8339,2026-08-26,13527.84
11703,2182,2026-07-06,158190.75
11704,3938,2026-01-15,34432.1
11705,3745,2026-08-27,44704.46
11706,8987,2026-03-09,163953.74
11707,5878,2025-09-19,47064.34
11708,8257,2025-12-13,17084.34
11709,5965,2026-07-20,45784.29
11710,382,2026-02-16,125913.06
11711,6687,2026-06-01,74954.42
11712,8871,2026-06-03,2487.19
11713,8327,2026-07-05,2692.76
11714,4654,2026-07-14,106002.06
11715,7168,2026-03-31,67219.51
11716,6852,2025-12-02,53364.13
11717,3448,2026-02-10,19058.63
11718,2941,2026-01-09,179298.89
11719,2368,2025-12-15,2903.62
11720,565,2026-02-06,217851.97
11721,9120,2026-04-18,52348.23
11722,794,2026-03-11,66080.62
11723,3463,2025-10-29,6464.08
11724,1188,2026-04-16,14599.91
11725,2231,2026-04-23,79215.36
11726,9780,2026-07-23,6118.65
11727,4684,2026-02-03,180353.9
11728,8206,2025-12-13,53807.69
11729,2222,2026-01-19,1951.1
11730,1810,2026-03-14,2754.16
11731,7713,2026-05-18,79694.15
11732,2704,2025-09-13,126206.57
11733,2410,2025-10-16,47486.64
11734,9071,2026-03-14,42854.65
11735,9945,2026-07-02,117493.78
11736,944,2026-04-26,52312.13
11737,7999,2026-02-16,98518.9
11738,3790,2025-11-14,43947.5
11739,4145,2026-05-13,18911.62
11740,7152,2025-09-18,45091.05
11741,1367,2025-12-19,356359.1
11742,8946,2025-09-18,90328.11
11743,4017,2026-07-17,300759.72
11744,383,2026-02-03,50659.99
11745,7428,2025-12-28,105051.25
11746,9645,2025-10-20,206423.75
11747,5832,2026-01-24,30805.74
11748,5647,2026-03-03,46262.18
11749,8533,2026-08-19,191102.88
11750,3313,2026-05-08,24718.12
11751,4957,2025-09-06,2903.62
11752,7163,2025-11-19,159218.99
11753,784,2026-01-12,62517.89
11754,2000,2026-06-25,175936.32
11755,7839,2026-08-14,381560.38
11756,9211,2026-04-25,31838.28
11757,5802,2026-05-01,3654.36
11758,6652,2026-07-31,4072.56
11759,7708,2025-12-09,4260.17
11760,1264,2026-02-14,20733.14
11761,8792,2025-09-06,2027.99
11762,7806,2026-06-28,133655.97
11763,7078,2026-06-08,46618.06
11764,7617,2025-09-19,81325.81
11765,9227,2026-09-03,18741.14
11766,9449,2025-11-20,4002.01
11767,5041,2026-04-23,211850.36
11768,3595,2026-05-31,391099.96
11769,2781,2026-08-09,601.42
11770,6226,2026-06-20,43140.44
11771,2627,2026-08-02,95964.92
11772,8023,2026-04-16,45539.33
11773,2712,2026-07-10,110403.31
11774,6316,2025-10-24,89192.42
11775,9901,2026-01-25,104535.5
11776,3983,2026-07-23,17730.82
11777,2905,2026-06-06,80042.81
11778,3287,2026-05-14,130854.16
11779,5165,2026-07-13,216402.41
11780,8602,2026-06-20,106819.5
11781,9125,2026-07-08,11775.16
11782,9704,2026-02-21,58381.57
11783,1748,2026-05-10,9355.57
11784,6472,2026-03-04,17777.63
11785,9203,2025-11-12,20198.52
11786,2995,2025-09-27,58685.66
11787,9482,2025-12-12,212183.95
11788,8938,2026-08-28,3915.9
11789,3774,2025-11-27,112897.17
11790,4914,2025-09-22,1774.63
11791,1615,2025-11-23,53520.71
11792,1030,2026-07-04,573.2
11793,1841,2026-06-08,10403.2
11794,9544,2025-12-04,69832.87
11795,8143,2026-02-22,40505.87
11796,5088,2025-11-17,151611.65
11797,4631,2026-06-02,82855.12
11798,2797,2026-03-16,161411.18
11799,5955,2026-03-06,67409.61
11800,54,2026-01-05,134028.26
11801,7615,2026-08-09,503597.78
11802,9416,2026-03-12,25633.11
11803,2192,2025-09-12,104122.32
11804,191,2026-08-31,74352.4
11805,2335,2026-05-28,45909.08
11806,3899,2025-10-27,49651.25
11807,253,2025-12-28,5060.3
11808,9088,2026-02-22,82321.52
11809,9098,2026-08-10,76672.23
11810,1099,2025-12-06,61129.8
11811,8769,2025-11-08,111558.4
11812,8434,2026-01-19,103231.6
11813,6929,2025-11-30,41190.74
11814,144,2026-09-02,63172.07
11815,2740,2026-04-13,45909.08
11816,8218,2025-10-07,102895.42
11817,5205,2026-01-05,45343.47
11818,5876,2026-08-16,52322.62
11819,3035,2026-05-10,20700.58
11820,8604,2026-04-22,110666.5
11821,4569,2025-10-26,223460.81
11822,9300,2026-03-08,66582.68
11823,1734,2026-07-09,3037.08
11824,3606,2026-06-07,418432.07
11825,1976,2026-08-15,142396.23
11826,5174,2026-08-03,56789.71
11827,9609,2026-03-23,37733.54
11828,9887,2025-10-19,5782.79
11829,6396,2025-11-09,337376.68
11830,4554,2025-12-03,47486.64
11831,4394,2026-07-19,36336.97
11832,6280,2026-07-21,9672.46
11833,1784,2026-07-07,5735.5
11834,7668,2025-12-27,16091.45
11835,9401,2026-03-06,169408.48
11836,8666,2025-10-20,366425.96
11837,6034,2025-09-06,231516.71
11838,7091,2026-06-28,86611.98
11839,668,2025-09-13,63799.51
11840,2173,2026-01-23,21683.73
11841,2574,2026-07-24,374276.46
11842,8428,2025-11-21,82891.83
11843,4815,2026-01-25,39036.44
11844,2594,2026-08-05,81830.89
11845,8782,2026-02-01,59722.92
11846,3440,2026-06-05,114757.23
11847,3567,2026-07-09,5984.6
11848,8373,2025-12-30,61621.78
11849,1461,2025-12-31,106343.12
11850,4646,2025-11-20,71812.99
11851,8923,2026-06-04,149887.02
11852,4967,2026-02-24,97552.8
11853,1830,2026-05-24,137379.52
11854,5364,2025-11-19,38361.79
11855,5346,2026-07-13,6892.46
11856,6276,2025-09-19,156967.86
11857,3604,2025-11-11,22344.69
11858,2109,2026-07-27,39370.01
11859,1547,2025-10-23,4245.9
11860,3620,2026-07-19,61459.26
11861,8169,2025-10-06,313888.7
11862,3377,2026-02-04,5625.75
11863,4977,2025-11-06,4622.68
11864,2782,2026-03-30,7985.27
11865,5298,2026-02-11,135045.78
11866,6890,2026-07-23,18645.96
11867,575,2026-04-02,24119.65
11868,9207,2026-04-28,56448.54
11869,9718,2026-07-25,134975.17
11870,8133,2025-10-13,18581.82
11871,9899,2025-10-21,14518.1
11872,5416,2026-05-15,40507.54
11873,9737,2026-03-10,48892.18
11874,4559,2026-01-28,156345.03
11875,5173,2025-09-14,6790.55
11876,9357,2026-01-08,95513.12
11877,7611,2026-03-16,82710.93
11878,3178,2026-08-30,101435.2
11879,8624,2025-09-18,64817.42
11880,4164,2026-04-30,3211.95
11881,500,2025-11-22,1377.08
11882,7212,2026-06-14,239803.8
11883,3148,2026-03-15,6282.08
11884,9488,2026-03-05,48745.16
11885,5222,2026-03-27,104279.22
11886,3469,2025-10-28,161423.07
11887,4750,2025-11-10,93556.09
11888,2964,2026-01-18,47698.5
11889,685,2026-07-17,99757.47
11890,8054,2026-03-22,102632.67
11891,8461,2026-04-03,11977.12
11892,4223,2026-04-17,19481.35
11893,1180,2026-06-18,162151.56
11894,6786,2026-04-04,589419.55
11895,3046,2026-07-18,55523.86
11896,5108,2026-09-03,23188.3
11897,8216,2025-10-29,98817.02
11898,8163,2026-07-01,9466.41
11899,8494,2026-09-03,1164.81
11900,9620,2025-10-01,137404.5
11901,6967,2025-09-12,239026.58
11902,5424,2025-10-16,1368.14
11903,9697,2026-08-21,44999.57
11904,906,2026-02-27,103710.49
11905,6274,2025-11-06,88791.55
11906,1691,2026-02-28,72982.83
11907,6031,2026-04-29,6193.94
11908,9708,2025-12-10,128152.24
11909,3794,2026-05-31,11793.93
11910,3307,2026-03-05,70872.91
11911,7242,2026-05-28,267199.95
11912,5705,2026-05-02,68955.3
11913,9504,2025-10-17,46733.42
11914,6983,2025-12-06,17746.45
11915,7529,2025-09-05,8061.37
11916,7151,2025-12-28,33931.27
11917,8538,2026-04-12,31406.16
11918,5536,2026-07-04,4591.39
11919,505,2025-12-19,7219.62
11920,8977,2026-06-16,20595.37
11921,1651,2026-07-07,95210.43
11922,5980,2026-07-10,196141.19
11923,8287,2026-08-17,2949.59
11924,2035,2025-12-06,70974.39
11925,4068,2025-10-29,142687.99
11926,3806,2026-06-06,146972.77
11927,3001,2026-01-27,38546.09
11928,4914,2025-09-06,241299.66
11929,4557,2026-05-01,432.34
11930,1203,2026-08-19,62777.74
11931,1906,2026-05-15,43413.99
11932,6925,2025-09-09,5519.47
11933,5312,2026-08-10,186068.36
11934,1631,2026-04-09,156967.86
11935,8962,2026-01-20,82923.48
11936,5121,2026-02-21,255897.57
11937,4380,2025-12-10,45155.03
11938,362,2026-05-20,18098.36
11939,4660,2025-09-11,50731.17
11940,2326,2026-04-10,194965.96
11941,3835,2025-11-22,66889.14
11942,5656,2026-01-25,123590.6
11943,3104,2026-02-14,8104.1
11944,7348,2025-09-06,4991.46
11945,842,2026-07-09,35801.69
11946,6742,2026-04-20,74123.31
11947,8283,2026-01-30,87288.48
11948,4139,2026-02-05,93233.56
11949,8572,2026-02-23,99089.88
11950,2886,2026-03-01,56461.91
11951,4939,2026-04-13,2453.8
11952,2257,2026-02-25,13573.02
11953,6718,2026-04-20,52786.64
11954,3306,2026-01-29,249396.39
11955,1380,2025-11-17,99720.02
11956,7161,2025-11-05,95255.02
11957,458,2026-04-02,209785.08
11958,6553,2026-02-15,107399.17
11959,5950,2025-11-06,58773.74
11960,5530,2026-06-11,56789.71
11961,528,2026-01-11,1695.0
11962,9253,2026-02-16,103910.35
11963,6330,2025-11-19,51574.23
11964,8542,2026-03-14,91770.91
11965,6758,2026-08-15,331495.15
11966,2460,2025-12-25,10124.8
11967,6702,2026-07-14,52322.62
