product_id,product_name,category,subcategory,brand,cost_price,selling_price,margin,quality_score,performance_score,ram_gb,storage_gb,processor_tier,warranty_months,active,stock_quantity
231,USB Hub Powered Anker,USB Hubs,Powered,Anker,1834.27,4524.34,2690.07,90,83,,,,12,True,492
232,USB Hub Powered Anker,USB Hubs,Powered,Anker,2435.39,2524.64,89.26,20,25,,,,12,True,418
233,USB Hub Powered Belkin,USB Hubs,Powered,Belkin,1587.95,3081.13,1493.18,57,28,,,,12,True,219
234,USB Hub Powered Belkin,USB Hubs,Powered,Belkin,2371.38,4622.68,2251.3,64,66,,,,12,True,39
235,USB Hub Powered Anker,USB Hubs,Powered,Belkin,2644.24,3437.21,792.97,47,43,,,,12,True,92
236,USB Hub Powered Belkin,USB Hubs,Powered,Anker,2951.0,4478.12,1527.12,95,90,,,,12,True,384
237,USB Hub Powered Anker,USB Hubs,Powered,Belkin,2158.82,3905.27,1746.45,41,59,,,,12,True,329
238,USB Hub Powered Anker,USB Hubs,Powered,Anker,2220.91,2851.49,630.58,39,20,,,,12,True,370
239,USB Hub Powered Anker,USB Hubs,Powered,Anker,1794.73,3021.22,1226.48,52,35,,,,12,True,478
240,USB Hub Powered Belkin,USB Hubs,Powered,Anker,2138.6,2190.92,52.32,20,23,,,,12,True,44
241,Headphone Budget Xiaomi,Headphones,Budget,Realme,677.62,2911.65,2234.02,78,93,,,,12,True,316
242,Headphone Budget Xiaomi,Headphones,Budget,Xiaomi,1134.3,2577.6,1443.31,99,95,,,,12,True,481
243,Headphone Budget Realme,Headphones,Budget,Xiaomi,1320.78,2487.19,1166.41,100,75,,,,12,True,271
244,Headphone Budget Xiaomi,Headphones,Budget,Realme,654.78,1280.05,625.27,20,20,,,,12,True,150
245,Headphone Budget Xiaomi,Headphones,Budget,Xiaomi,1244.41,2708.27,1463.86,78,97,,,,12,True,372
246,Headphone Budget Realme,Headphones,Budget,Realme,653.27,1555.64,902.38,20,40,,,,12,True,50
247,Headphone Budget Xiaomi,Headphones,Budget,Realme,635.6,2350.84,1715.24,66,58,,,,12,True,341
248,Headphone Budget Xiaomi,Headphones,Budget,Realme,1658.71,2341.89,683.18,79,49,,,,12,True,17
249,Headphone Premium Sony,Headphones,Premium,Apple,8727.61,8864.11,136.5,27,20,,,,12,True,429
250,Headphone Premium Sony,Headphones,Premium,Apple,6321.48,6815.38,493.9,34,20,,,,12,True,267
251,Headphone Premium Sony,Headphones,Premium,Sony,9017.15,15180.05,6162.9,85,41,,,,12,True,48
252,Headphone Premium Apple,Headphones,Premium,Apple,10863.29,15859.6,4996.31,73,61,,,,12,True,330
253,Headphone Premium Apple,Headphones,Premium,Bose,3759.53,10990.53,7231.0,37,20,,,,12,True,429
254,Headphone Premium Apple,Headphones,Premium,Sony,9056.7,9130.72,74.02,42,20,,,,12,True,72
255,Headphone Premium Apple,Headphones,Premium,Sony,3889.86,18344.78,14454.92,87,83,,,,12,True,65
256,Headphone Premium Apple,Headphones,Premium,Apple,9857.16,19199.67,9342.51,98,62,,,,12,True,135
257,Webcam Standard Dell,Webcams,Standard,Logitech,1760.19,4031.36,2271.17,43,86,,,,12,True,334
258,Webcam Standard Logitech,Webcams,Standard,Dell,1611.28,4932.36,3321.08,81,99,,,,12,True,243
259,Webcam Standard Logitech,Webcams,Standard,Logitech,1911.78,2939.62,1027.84,30,20,,,,12,True,366
260,Webcam Standard Logitech,Webcams,Standard,Dell,2053.21,3332.38,1279.17,44,46,,,,12,True,118
261,Webcam Standard Dell,Webcams,Standard,Dell,2947.34,4320.62,1373.28,77,83,,,,12,True,444
262,Webcam Standard Logitech,Webcams,Standard,Dell,1841.13,4480.44,2639.31,69,91,,,,12,True,368
263,Webcam Standard Logitech,Webcams,Standard,Logitech,2180.69,2495.73,315.04,21,20,,,,12,True,223
264,Webcam Standard Dell,Webcams,Standard,Dell,2224.88,3861.98,1637.1,55,42,,,,12,True,73
265,Webcam Standard Logitech,Webcams,Standard,Dell,2267.43,3797.36,1529.94,50,28,,,,12,True,474
266,Webcam Standard Logitech,Webcams,Standard,Dell,2425.36,3400.35,974.99,46,56,,,,12,True,426
267,Webcam Professional Logitech,Webcams,Professional,Razer,7570.79,8865.41,1294.62,20,85,,,,12,True,101
268,Webcam Professional Logitech,Webcams,Professional,Logitech,7965.11,12645.28,4680.16,84,77,,,,12,True,378
269,Webcam Professional Logitech,Webcams,Professional,Logitech,4790.61,7403.82,2613.21,20,20,,,,12,True,217
270,Webcam Professional Razer,Webcams,Professional,Logitech,7575.58,14292.57,6717.0,100,99,,,,12,True,193
271,Webcam Professional Logitech,Webcams,Professional,Razer,6171.47,12933.94,6762.47,97,57,,,,12,True,137
272,Webcam Professional Razer,Webcams,Professional,Razer,7855.1,13844.24,5989.14,79,93,,,,12,True,423
273,Webcam Professional Logitech,Webcams,Professional,Logitech,3146.99,8061.37,4914.38,62,42,,,,12,True,132
274,Webcam Professional Logitech,Webcams,Professional,Logitech,8213.67,11817.49,3603.82,66,43,,,,12,True,299
275,Webcam Professional Logitech,Webcams,Professional,Logitech,4686.03,13034.83,8348.8,78,90,,,,12,True,410
276,Webcam Professional Logitech,Webcams,Professional,Logitech,6842.86,14789.81,7946.95,73,100,,,,12,True,41
277,Webcam Professional Razer,Webcams,Professional,Logitech,5696.1,10858.65,5162.55,48,61,,,,12,True,417
278,Webcam Professional Razer,Webcams,Professional,Logitech,4739.82,10632.89,5893.07,45,79,,,,12,True,84
279,Webcam Professional Razer,Webcams,Professional,Razer,4629.28,9024.47,4395.18,50,54,,,,12,True,434
280,Printer Inkjet Canon,Printers,Inkjet,Canon,7317.6,20595.37,13277.77,64,69,,,,12,True,461
281,Printer Inkjet Canon,Printers,Inkjet,HP,12847.11,23161.83,10314.72,100,87,,,,12,True,426
282,Printer Inkjet HP,Printers,Inkjet,Canon,14287.74,22352.23,8064.48,71,90,,,,12,True,373
283,Printer Inkjet Canon,Printers,Inkjet,HP,6121.93,19493.84,13371.91,100,61,,,,24,True,37
284,Printer Inkjet HP,Printers,Inkjet,HP,13631.37,16091.45,2460.09,51,35,,,,12,True,219
285,Printer Inkjet HP,Printers,Inkjet,Canon,10431.11,15068.56,4637.45,29,62,,,,24,True,118
286,Printer Inkjet Canon,Printers,Inkjet,HP,12491.03,14710.48,2219.45,41,34,,,,12,True,236
287,Printer Inkjet HP,Printers,Inkjet,Canon,11602.04,21996.26,10394.22,85,100,,,,12,True,289
288,Printer Inkjet HP,Printers,Inkjet,Canon,13350.31,20059.51,6709.2,58,88,,,,12,True,387
289,Printer Inkjet Canon,Printers,Inkjet,HP,10094.13,19518.22,9424.09,83,56,,,,24,True,190
290,Printer Inkjet HP,Printers,Inkjet,HP,5579.13,14503.87,8924.74,21,31,,,,12,True,451
291,Printer Inkjet HP,Printers,Inkjet,HP,7077.29,18911.62,11834.33,90,91,,,,24,True,466
292,Printer Inkjet HP,Printers,Inkjet,HP,10379.03,22105.97,11726.95,59,94,,,,24,True,498
293,Printer Laser HP,Printers,Laser,HP,15658.3,36783.47,21125.17,45,73,,,,12,True,321
294,Printer Laser Canon,Printers,Laser,HP,35765.85,39501.7,3735.85,35,45,,,,12,True,310
295,Printer Laser HP,Printers,Laser,HP,16458.41,59174.4,42715.99,100,99,,,,12,True,61
296,Printer Laser HP,Printers,Laser,Canon,18108.18,47624.15,29515.97,61,73,,,,24,True,317
297,Printer Laser HP,Printers,Laser,Canon,15216.77,17005.37,1788.6,20,20,,,,24,True,462
298,Printer Laser Canon,Printers,Laser,Canon,25764.53,56789.71,31025.18,97,100,,,,12,True,102
299,Printer Laser Canon,Printers,Laser,Canon,21996.0,55395.36,33399.36,77,95,,,,12,True,79
300,Printer Laser HP,Printers,Laser,HP,11940.12,43644.24,31704.12,24,62,,,,24,True,98
301,Printer Laser Canon,Printers,Laser,Canon,33823.46,52322.62,18499.16,70,100,,,,24,True,256
302,Printer Laser HP,Printers,Laser,Canon,19605.43,53439.99,33834.55,74,100,,,,12,True,97
303,Printer Laser HP,Printers,Laser,HP,29616.63,53484.31,23867.68,100,90,,,,24,True,478
304,Printer Laser HP,Printers,Laser,HP,14996.05,29475.15,14479.1,39,42,,,,12,True,373
305,Ink Cartridge Standard Canon,Ink Cartridges,Standard,Canon,300.4,1852.07,1551.68,90,99,,,,12,True,126
306,Ink Cartridge Standard Canon,Ink Cartridges,Standard,HP,329.36,586.55,257.2,20,20,,,,12,True,100
307,Ink Cartridge Standard Canon,Ink Cartridges,Standard,Canon,674.04,1770.91,1096.86,92,94,,,,12,True,246
308,Ink Cartridge Standard HP,Ink Cartridges,Standard,HP,502.4,1147.07,644.67,50,68,,,,12,True,197
309,Ink Cartridge Standard HP,Ink Cartridges,Standard,Canon,687.09,1855.64,1168.54,85,100,,,,12,True,125
310,Ink Cartridge Standard Canon,Ink Cartridges,Standard,Canon,484.01,882.96,398.95,36,20,,,,12,True,280
311,Ink Cartridge Standard HP,Ink Cartridges,Standard,Canon,1091.55,1190.0,98.46,36,64,,,,12,True,125
312,Ink Cartridge Standard HP,Ink Cartridges,Standard,Canon,682.71,691.8,9.09,23,20,,,,12,True,94
313,Ink Cartridge Standard Canon,Ink Cartridges,Standard,Canon,573.55,845.62,272.08,41,35,,,,12,True,366
314,Ink Cartridge Standard Canon,Ink Cartridges,Standard,Canon,941.36,1725.17,783.81,74,64,,,,12,True,31
315,Ink Cartridge Standard Canon,Ink Cartridges,Standard,HP,653.88,1385.96,732.08,50,62,,,,12,True,263
316,Ink Cartridge Standard HP,Ink Cartridges,Standard,HP,825.4,1928.33,1102.94,71,100,,,,12,True,200
317,Printer Pape A4 ITC,Printer Paper,A4,ITC,181.95,783.45,601.5,79,94,,,,12,True,416
318,Printer Pape A4 Paperline,Printer Paper,A4,Paperline,165.05,710.28,545.24,81,84,,,,12,True,317
319,Printer Pape A4 ITC,Printer Paper,A4,Paperline,176.64,271.32,94.69,22,29,,,,12,True,280
320,Printer Pape A4 ITC,Printer Paper,A4,ITC,302.4,432.34,129.94,32,43,,,,12,True,397
321,Printer Pape A4 Paperline,Printer Paper,A4,Paperline,321.23,500.65,179.42,54,77,,,,12,True,497
322,Printer Pape A4 ITC,Printer Paper,A4,Paperline,184.53,680.0,495.47,47,96,,,,12,True,437
323,Printer Pape A4 Paperline,Printer Paper,A4,Paperline,224.42,722.85,498.43,100,96,,,,12,True,92
324,Printer Pape A4 Paperline,Printer Paper,A4,ITC,346.08,348.51,2.43,20,20,,,,12,True,399
325,External SSD 256GB-512GB WD,External SSDs,256GB-512GB,Samsung,3091.62,7389.92,4298.3,66,96,,256.0,,12,True,388
326,External SSD 256GB-512GB Kingston,External SSDs,256GB-512GB,WD,1969.76,4869.61,2899.85,39,44,,512.0,,12,True,486
327,External SSD 256GB-512GB WD,External SSDs,256GB-512GB,WD,2104.12,4389.26,2285.15,20,20,,256.0,,12,True,67
328,External SSD 256GB-512GB Kingston,External SSDs,256GB-512GB,Kingston,2139.91,5018.01,2878.09,53,55,,256.0,,12,True,275
329,External SSD 256GB-512GB Kingston,External SSDs,256GB-512GB,Samsung,3350.37,6700.81,3350.44,86,100,,512.0,,12,True,239
330,External SSD 256GB-512GB WD,External SSDs,256GB-512GB,Kingston,2005.0,5151.87,3146.87,37,71,,256.0,,12,True,143
331,External SSD 256GB-512GB Samsung,External SSDs,256GB-512GB,Samsung,2552.68,6380.13,3827.45,79,90,,256.0,,12,True,92
332,External SSD 256GB-512GB Samsung,External SSDs,256GB-512GB,Samsung,2117.72,3774.14,1656.43,20,20,,512.0,,12,True,310
333,External SSD 1TB WD,External SSDs,1TB,Samsung,8732.32,11793.93,3061.61,65,76,,1024.0,,12,True,63
334,External SSD 1TB WD,External SSDs,1TB,WD,6173.59,14230.4,8056.81,92,93,,1024.0,,12,True,282
335,External SSD 1TB WD,External SSDs,1TB,WD,7096.88,12694.73,5597.85,52,76,,1024.0,,12,True,56
336,External SSD 1TB Samsung,External SSDs,1TB,WD,4923.92,10491.8,5567.88,31,46,,1024.0,,12,True,347
337,External SSD 1TB Samsung,External SSDs,1TB,WD,6363.24,10331.24,3968.0,29,46,,1024.0,,12,True,367
338,External SSD 1TB Samsung,External SSDs,1TB,Samsung,7920.1,13165.42,5245.32,62,74,,1024.0,,12,True,304
339,External SSD 1TB Samsung,External SSDs,1TB,Samsung,5929.18,10579.14,4649.96,41,47,,1024.0,,12,True,197
340,External SSD 1TB WD,External SSDs,1TB,WD,8301.3,11496.02,3194.72,32,51,,1024.0,,12,True,148
341,External SSD 1TB Samsung,External SSDs,1TB,Samsung,7315.15,9407.69,2092.54,20,44,,1024.0,,12,True,320
342,External SSD 1TB WD,External SSDs,1TB,WD,7794.43,8080.45,286.02,20,20,,1024.0,,12,True,30
343,External SSD 1TB Samsung,External SSDs,1TB,WD,7936.46,13043.96,5107.5,68,91,,1024.0,,12,True,243
