invoice_id,product_id,quantity,unit_price
1813,79,1,35801.69
1813,207,3,5927.88
1813,324,5,348.51
1814,103,1,16940.77
1815,182,1,3303.14
1815,58,1,39619.15
1815,205,1,1402.33
1815,231,1,4524.34
1816,238,1,2851.49
1816,101,3,16689.24
1817,189,1,4159.05
1818,154,1,1401.38
1818,122,1,6622.44
1818,236,2,4478.12
1818,267,1,8865.41
1819,133,1,1604.46
1819,167,1,2637.41
1819,284,1,16091.45
1820,97,1,14796.86
1821,80,1,24718.12
1822,129,1,1357.52
1822,26,1,91770.91
1823,242,1,2577.6
1823,274,2,11817.49
1824,91,2,53807.69
1824,209,1,4743.65
1825,16,1,64817.42
1826,161,2,795.28
1826,129,1,1357.52
1826,184,1,3530.66
1826,68,1,71271.82
1826,187,2,5593.98
1826,239,1,3021.22
1826,251,1,15180.05
1826,95,1,11008.77
1827,338,1,13165.42
1828,109,1,57789.28
1829,324,1,348.51
1830,132,1,1789.42
1830,105,3,15510.7
1830,65,1,99325.76
1831,20,1,58475.74
1831,195,1,1375.99
1831,330,1,5151.87
1831,326,2,4869.61
1832,314,1,1725.17
1832,99,1,15179.43
1832,284,1,16091.45
1833,76,1,30729.63
1833,212,1,5005.5
1833,254,1,9130.72
1833,146,3,1223.84
1834,122,1,6622.44
1834,218,16,4891.26
1835,139,1,2027.99
1835,124,12,7661.7
1836,76,1,30729.63
1837,123,1,6768.86
1837,337,1,10331.24
1838,114,1,49408.51
1838,153,1,1252.43
1838,224,1,1876.35
1838,280,4,20595.37
1838,112,2,55897.45
1839,129,1,1357.52
1839,148,2,2903.62
1840,210,2,4790.68
1840,186,1,3127.9
1840,340,2,11496.02
1840,191,1,1296.54
1841,336,1,10491.8
1841,46,1,22427.42
1841,147,1,2867.75
1841,129,2,1357.52
1841,236,1,4478.12
1841,151,12,1368.9
1842,301,1,52322.62
1843,277,1,10858.65
1844,25,4,114757.23
1844,216,1,4616.7
1844,170,1,2115.57
1845,23,1,79215.36
1845,159,2,601.42
1845,193,1,1774.63
1846,341,1,9407.69
1847,42,1,16561.9
1847,199,1,1542.24
1847,295,3,59174.4
1847,168,1,1646.74
1847,108,1,21683.73
1847,67,1,74537.44
1848,292,4,22105.97
1849,26,2,91770.91
1849,160,3,1217.64
1849,158,1,1218.12
1849,172,1,1798.63
1850,287,3,21996.26
1850,318,1,710.28
1850,141,2,1810.62
1851,329,1,6700.81
1851,145,4,1335.24
1851,1,1,37751.52
1851,96,2,9995.4
1851,212,1,5005.5
1852,156,1,573.2
1852,117,4,6193.94
1853,299,1,55395.36
1853,310,1,882.96
1854,288,1,20059.51
1855,126,1,909.4
1855,203,1,1148.89
1855,23,1,79215.36
1856,223,1,1256.5
1856,19,1,56448.54
1856,322,1,680.0
1857,8,5,46852.63
1857,214,13,5625.75
1857,194,1,1601.88
1858,146,1,1223.84
1859,145,1,1335.24
1860,109,3,57789.28
1861,98,2,18098.36
1862,251,1,15180.05
1862,284,1,16091.45
1862,215,1,5853.58
1863,15,1,74943.51
1864,26,1,91770.91
1864,152,1,1166.97
1864,202,3,1524.16
1864,339,1,10579.14
1864,182,4,3303.14
1865,311,1,1190.0
1866,214,2,5625.75
1866,12,4,41848.02
1867,302,1,53439.99
1867,315,1,1385.96
1867,322,1,680.0
1867,74,1,96991.61
1867,252,1,15859.6
1867,41,1,21780.87
1867,300,1,43644.24
1867,273,2,8061.37
1868,121,3,5725.49
1869,239,1,3021.22
1870,128,1,1070.65
1870,338,1,13165.42
1870,76,1,30729.63
1871,86,2,59880.48
1871,177,1,5871.97
1871,326,1,4869.61
1871,308,1,1147.07
1871,63,1,34432.1
1872,304,1,29475.15
1872,313,1,845.62
1872,320,1,432.34
1872,199,5,1542.24
1873,80,1,24718.12
1873,212,1,5005.5
1873,322,1,680.0
1873,71,1,96917.02
1873,323,2,722.85
1873,247,1,2350.84
1874,54,1,45784.29
1874,195,2,1375.99
1874,181,2,5984.6
1874,317,1,783.45
1874,147,2,2867.75
1874,132,1,1789.42
1875,95,2,11008.77
1875,232,1,2524.64
1876,302,2,53439.99
1877,121,1,5725.49
1877,157,1,979.18
1877,13,3,41406.62
1878,95,1,11008.77
1878,140,5,2984.27
1879,265,1,3797.36
1880,83,2,26229.46
1881,133,1,1604.46
1881,208,1,3485.69
1881,112,1,55897.45
1882,101,1,16689.24
1883,59,2,26021.72
1883,204,1,1593.04
1884,31,1,94753.71
1885,280,1,20595.37
1885,312,1,691.8
1886,3,2,35699.98
1886,157,2,979.18
1886,167,1,2637.41
1887,87,1,72029.99
1888,281,2,23161.83
1889,122,1,6622.44
1889,161,1,795.28
1890,167,1,2637.41
1891,310,1,882.96
1891,239,2,3021.22
1891,73,1,65068.89
1891,170,1,2115.57
1892,281,2,23161.83
1893,78,1,38945.67
1893,208,1,3485.69
1893,249,1,8864.11
1893,329,1,6700.81
1893,120,3,6732.84
1894,123,1,6768.86
1894,145,1,1335.24
1894,154,2,1401.38
1894,316,1,1928.33
1894,130,1,1889.38
1895,225,1,1408.46
1896,279,2,9024.47
1896,50,1,40335.38
1896,321,1,500.65
1896,197,12,1728.49
1896,172,1,1798.63
1897,3,2,35699.98
1897,147,1,2867.75
1897,96,1,9995.4
1898,277,2,10858.65
1898,47,1,14160.8
1899,341,5,9407.69
1900,11,1,41155.74
1900,144,1,2039.55
1900,117,4,6193.94
1901,11,5,41155.74
1902,24,1,104029.65
1902,147,3,2867.75
1902,193,1,1774.63
1902,134,1,1550.37
1903,199,1,1542.24
1903,321,1,500.65
1903,120,7,6732.84
1903,255,1,18344.78
1903,240,1,2190.92
1904,90,1,63321.66
1904,192,1,1764.37
1904,129,1,1357.52
1904,240,1,2190.92
1905,8,1,46852.63
1905,119,1,4260.17
1905,141,3,1810.62
1905,281,1,23161.83
1905,230,1,2719.62
1905,201,10,1800.07
1905,43,1,13057.53
1905,166,1,1549.08
1906,168,1,1646.74
1906,137,1,2949.59
1907,51,1,39853.27
1907,253,1,10990.53
1908,110,1,40507.54
1908,143,1,2313.47
1909,139,1,2027.99
1909,252,1,15859.6
1910,277,1,10858.65
1910,283,2,19493.84
1910,216,1,4616.7
1910,34,1,91857.57
1910,279,3,9024.47
1910,244,1,1280.05
1910,334,1,14230.4
1910,167,1,2637.41
1911,142,3,2741.5
1911,56,1,43159.93
1911,108,3,21683.73
1911,3,1,35699.98
1911,324,2,348.51
1911,62,3,26558.53
1911,61,1,45155.03
1912,91,1,53807.69
1912,292,1,22105.97
1912,239,3,3021.22
1912,261,3,4320.62
1913,238,1,2851.49
1914,115,1,55779.2
1915,117,1,6193.94
1915,151,1,1368.9
1916,186,1,3127.9
1916,343,3,13043.96
1916,131,1,1052.42
1917,95,1,11008.77
1917,106,2,14347.25
1917,171,1,1818.96
1918,4,1,49133.03
1918,158,1,1218.12
1918,31,1,94753.71
1919,3,1,35699.98
1920,46,3,22427.42
1920,339,1,10579.14
1921,3,1,35699.98
1922,6,1,45909.08
1922,147,1,2867.75
1922,194,1,1601.88
1923,93,1,65802.17
1924,61,1,45155.03
1924,211,1,2322.41
1924,240,4,2190.92
1924,283,1,19493.84
1924,341,3,9407.69
1924,40,1,16613.77
1925,326,1,4869.61
1925,181,1,5984.6
1925,48,2,17128.78
1926,44,1,19259.26
1926,211,3,2322.41
1927,30,1,77325.68
1928,92,3,79414.69
1928,86,1,59880.48
1928,272,4,13844.24
1928,153,1,1252.43
1928,271,3,12933.94
1929,157,1,979.18
1930,53,1,48851.28
1931,195,1,1375.99
1932,159,1,601.42
1933,198,16,1164.81
1933,98,1,18098.36
1933,127,1,1961.01
1933,81,1,34884.99
1933,231,1,4524.34
1933,294,1,39501.7
1934,179,1,4518.32
1934,117,1,6193.94
1934,247,1,2350.84
1934,340,1,11496.02
1934,101,1,16689.24
1935,124,2,7661.7
1935,143,1,2313.47
1935,141,1,1810.62
1936,57,1,46052.29
1936,250,1,6815.38
1936,239,1,3021.22
1937,61,1,45155.03
1937,206,1,4705.87
1938,297,5,17005.37
1938,313,1,845.62
1938,96,1,9995.4
1938,262,1,4480.44
1938,161,1,795.28
1939,109,1,57789.28
1940,128,1,1070.65
1941,125,1,1695.0
1942,136,1,2488.56
1942,85,1,47627.51
1942,67,1,74537.44
1942,299,1,55395.36
1943,81,1,34884.99
1944,199,2,1542.24
1944,327,1,4389.26
1944,55,1,40507.74
1945,198,1,1164.81
1945,76,1,30729.63
1945,173,1,2652.14
1946,48,1,17128.78
1946,252,3,15859.6
1946,343,1,13043.96
1947,156,1,573.2
1947,224,1,1876.35
1947,234,1,4622.68
1948,20,1,58475.74
1949,4,1,49133.03
1950,314,1,1725.17
1950,45,1,13527.84
1951,67,1,74537.44
1952,66,1,58668.68
1952,248,1,2341.89
1953,296,3,47624.15
1953,310,3,882.96
1953,324,1,348.51
1954,58,1,39619.15
1954,196,1,1012.71
1954,173,1,2652.14
1955,50,2,40335.38
1955,255,1,18344.78
1955,248,1,2341.89
1955,10,1,35606.5
1955,112,1,55897.45
1955,242,1,2577.6
1956,101,1,16689.24
1957,112,5,55897.45
1957,267,3,8865.41
1958,106,1,14347.25
1958,132,1,1789.42
1959,253,4,10990.53
1959,61,1,45155.03
1959,216,1,4616.7
1959,30,1,77325.68
1960,107,3,12036.45
1960,160,1,1217.64
1961,137,2,2949.59
1962,80,1,24718.12
1962,215,1,5853.58
1962,244,1,1280.05
1962,106,1,14347.25
1963,198,1,1164.81
1963,176,1,5164.27
1963,186,1,3127.9
1963,101,1,16689.24
1964,93,1,65802.17
1965,33,1,79237.06
1965,147,1,2867.75
1965,79,2,35801.69
1965,320,1,432.34
1966,104,4,8923.44
1966,143,1,2313.47
1967,45,1,13527.84
1967,232,3,2524.64
1967,123,1,6768.86
1968,11,1,41155.74
1969,206,1,4705.87
1969,315,1,1385.96
1970,56,1,43159.93
1970,206,1,4705.87
1970,243,1,2487.19
1970,236,1,4478.12
1970,8,3,46852.63
1970,50,5,40335.38
1970,189,1,4159.05
1970,88,1,62777.74
1971,28,3,83742.33
1971,202,1,1524.16
1971,134,1,1550.37
1971,281,2,23161.83
1971,35,1,117310.36
1971,71,1,96917.02
1971,212,1,5005.5
1972,123,1,6768.86
1972,329,1,6700.81
1972,235,1,3437.21
1973,121,1,5725.49
1973,229,2,1582.0
1974,11,2,41155.74
1974,139,1,2027.99
1975,297,1,17005.37
1975,315,1,1385.96
1976,15,1,74943.51
1976,157,1,979.18
1976,195,1,1375.99
1976,178,2,5694.78
1977,102,1,15059.17
1978,143,1,2313.47
1979,2,2,47486.64
1979,139,1,2027.99
1979,199,1,1542.24
1979,108,1,21683.73
1980,130,1,1889.38
1980,143,1,2313.47
1980,197,1,1728.49
1980,64,3,79209.97
1981,80,2,24718.12
1981,201,1,1800.07
1982,124,1,7661.7
1983,68,1,71271.82
1983,213,1,5625.02
1983,40,1,16613.77
1984,279,1,9024.47
1984,290,2,14503.87
1984,327,1,4389.26
1985,51,2,39853.27
1985,195,1,1375.99
1986,87,3,72029.99
1987,290,2,14503.87
1988,285,1,15068.56
1988,311,1,1190.0
1988,324,1,348.51
1988,177,1,5871.97
1988,196,1,1012.71
1989,280,2,20595.37
1989,305,2,1852.07
1989,323,1,722.85
1989,44,1,19259.26
1989,13,1,41406.62
1990,258,2,4932.36
1990,298,1,56789.71
1990,291,1,18911.62
1991,340,2,11496.02
1992,204,2,1593.04
1992,194,1,1601.88
1992,38,1,21757.99
1992,21,1,66724.71
1992,157,1,979.18
1993,119,1,4260.17
1993,111,5,28652.96
1994,110,5,40507.54
1994,123,1,6768.86
1995,64,3,79209.97
1995,198,1,1164.81
1995,256,1,19199.67
1995,234,1,4622.68
1995,3,3,35699.98
1996,58,4,39619.15
1996,205,18,1402.33
1996,41,1,21780.87
1996,152,2,1166.97
1996,171,2,1818.96
1996,337,1,10331.24
1997,97,5,14796.86
1997,300,1,43644.24
1998,92,1,79414.69
1998,35,1,117310.36
1998,8,1,46852.63
1998,331,2,6380.13
1998,145,3,1335.24
1999,138,1,2736.55
1999,174,1,2873.92
1999,235,1,3437.21
2000,300,1,43644.24
2001,229,1,1582.0
2001,164,2,2247.72
2001,106,2,14347.25
2001,302,4,53439.99
2001,277,1,10858.65
2001,202,1,1524.16
2002,268,1,12645.28
2002,312,1,691.8
2002,225,1,1408.46
2002,297,1,17005.37
2003,7,1,43140.44
2003,140,1,2984.27
2003,214,1,5625.75
2003,324,1,348.51
2003,273,1,8061.37
2004,105,1,15510.7
2004,125,1,1695.0
2004,60,1,33252.49
2004,225,1,1408.46
2004,269,1,7403.82
2004,52,1,46618.06
2005,324,1,348.51
2005,222,1,1981.99
2006,202,2,1524.16
2006,88,1,62777.74
2007,222,1,1981.99
2008,63,1,34432.1
2009,134,3,1550.37
2009,152,1,1166.97
2010,158,1,1218.12
2010,178,1,5694.78
2010,79,1,35801.69
2011,203,1,1148.89
2011,208,1,3485.69
2011,333,1,11793.93
2012,5,1,37733.54
2013,301,1,52322.62
2013,307,1,1770.91
2013,61,1,45155.03
2013,281,1,23161.83
2013,156,1,573.2
2014,299,3,55395.36
2014,309,1,1855.64
2015,70,1,88011.39
2015,256,2,19199.67
2016,260,1,3332.38
2016,139,1,2027.99
2016,30,1,77325.68
2016,79,1,35801.69
2017,55,1,40507.74
2017,215,3,5853.58
2018,279,2,9024.47
2019,230,3,2719.62
2020,99,1,15179.43
2021,72,1,61784.59
2022,289,1,19518.22
2022,314,1,1725.17
2022,320,3,432.34
2023,116,1,55145.2
2023,173,2,2652.14
2024,260,1,3332.38
2024,225,1,1408.46
2024,100,1,11775.16
2025,34,4,91857.57
2026,120,3,6732.84
2026,148,1,2903.62
2026,292,1,22105.97
2026,212,3,5005.5
2026,310,3,882.96
2027,131,3,1052.42
2028,311,1,1190.0
2028,251,1,15180.05
2028,258,1,4932.36
2029,67,3,74537.44
2029,248,2,2341.89
2029,140,1,2984.27
2029,77,1,31968.85
2029,275,2,13034.83
2029,150,2,1368.14
2030,75,5,57583.74
2030,241,1,2911.65
2030,331,1,6380.13
2030,214,1,5625.75
2030,165,1,1047.28
2030,195,1,1375.99
2031,27,1,89514.78
2031,212,1,5005.5
2031,164,1,2247.72
2031,118,4,7452.21
2032,207,1,5927.88
2033,280,2,20595.37
2034,221,1,1708.1
2035,82,3,29616.74
2035,205,1,1402.33
2035,142,1,2741.5
2035,247,1,2350.84
2036,101,1,16689.24
2037,148,13,2903.62
2038,13,3,41406.62
2038,154,1,1401.38
2038,166,4,1549.08
2039,117,1,6193.94
2040,116,1,55145.2
2040,84,1,43413.99
2041,22,4,66299.03
2041,139,1,2027.99
2042,30,3,77325.68
2042,180,3,3648.11
2042,123,1,6768.86
2043,283,1,19493.84
2043,316,1,1928.33
2043,320,1,432.34
2044,32,1,98251.33
2044,144,1,2039.55
2045,135,1,1377.08
2046,31,1,94753.71
2046,137,1,2949.59
2047,71,1,96917.02
2048,135,1,1377.08
2048,270,1,14292.57
2048,210,1,4790.68
2048,204,1,1593.04
2048,282,2,22352.23
2048,234,1,4622.68
2048,40,1,16613.77
2049,128,4,1070.65
2049,216,1,4616.7
2049,46,1,22427.42
2049,130,1,1889.38
2050,81,2,34884.99
2050,207,1,5927.88
2050,124,2,7661.7
2051,28,2,83742.33
2052,18,1,58716.65
2053,104,1,8923.44
2053,126,1,909.4
2053,80,1,24718.12
2054,291,1,18911.62
2054,322,1,680.0
2054,159,1,601.42
2054,273,1,8061.37
2055,36,1,84300.8
2055,203,1,1148.89
2056,94,1,59923.63
2057,104,1,8923.44
2057,33,1,79237.06
2057,11,1,41155.74
2057,217,1,2604.99
2058,135,2,1377.08
2058,144,19,2039.55
2058,18,3,58716.65
2058,285,1,15068.56
2058,44,1,19259.26
2059,130,1,1889.38
2060,337,2,10331.24
2061,132,1,1789.42
2062,107,1,12036.45
2063,94,1,59923.63
2063,132,3,1789.42
2063,207,2,5927.88
2063,134,1,1550.37
2063,109,2,57789.28
2064,81,1,34884.99
2065,59,2,26021.72
2065,253,1,10990.53
2065,175,1,2149.17
2065,209,1,4743.65
2066,95,1,11008.77
2066,129,1,1357.52
2066,37,1,90328.11
2067,87,1,72029.99
2067,203,1,1148.89
2067,171,1,1818.96
2068,89,3,66723.41
2068,212,3,5005.5
2069,137,3,2949.59
2070,304,2,29475.15
2070,308,1,1147.07
2070,66,1,58668.68
2070,268,1,12645.28
2070,278,1,10632.89
2070,142,1,2741.5
2071,232,1,2524.64
2072,57,1,46052.29
2072,247,1,2350.84
2072,53,1,48851.28
2072,142,1,2741.5
2072,303,3,53484.31
2073,89,1,66723.41
2073,203,1,1148.89
2073,87,1,72029.99
2074,82,1,29616.74
2074,241,1,2911.65
2075,109,1,57789.28
2076,14,3,37524.37
2076,160,1,1217.64
2077,75,3,57583.74
2078,83,4,26229.46
2079,17,1,52257.24
2079,220,1,4050.01
2080,318,3,710.28
2080,231,1,4524.34
2080,194,1,1601.88
2081,34,2,91857.57
2081,133,1,1604.46
2081,60,2,33252.49
2081,158,1,1218.12
2081,66,1,58668.68
2081,144,1,2039.55
2082,151,5,1368.9
2083,33,3,79237.06
2084,58,1,39619.15
2084,254,1,9130.72
2084,267,3,8865.41
2085,87,3,72029.99
2085,249,4,8864.11
2086,282,1,22352.23
2086,308,1,1147.07
2087,129,1,1357.52
2088,81,2,34884.99
2088,194,1,1601.88
2089,106,2,14347.25
2089,160,1,1217.64
2090,287,3,21996.26
2091,63,4,34432.1
2091,208,1,3485.69
2091,272,3,13844.24
2091,100,3,11775.16
2091,117,1,6193.94
2092,96,2,9995.4
2093,302,1,53439.99
2094,110,3,40507.54
2094,141,3,1810.62
2094,233,1,3081.13
2094,162,1,2203.22
2094,239,1,3021.22
2095,61,3,45155.03
2095,215,1,5853.58
2096,35,1,117310.36
2097,57,1,46052.29
2098,42,1,16561.9
2098,247,2,2350.84
2098,160,1,1217.64
2099,197,1,1728.49
2100,36,1,84300.8
2100,207,1,5927.88
2100,176,1,5164.27
2100,340,1,11496.02
2100,26,4,91770.91
2100,51,2,39853.27
2101,318,1,710.28
2101,84,1,43413.99
2101,130,1,1889.38
2101,263,2,2495.73
2102,259,1,2939.62
2102,288,1,20059.51
2102,36,1,84300.8
2103,78,1,38945.67
2103,7,1,43140.44
2103,206,1,4705.87
2104,89,1,66723.41
2105,144,5,2039.55
2105,16,1,64817.42
2105,214,1,5625.75
2105,85,1,47627.51
2106,262,1,4480.44
2107,118,2,7452.21
2107,165,1,1047.28
2107,161,1,795.28
2108,19,1,56448.54
2108,158,1,1218.12
2109,304,1,29475.15
2109,316,1,1928.33
2109,23,2,79215.36
2109,230,5,2719.62
2110,128,1,1070.65
2111,88,1,62777.74
2111,252,1,15859.6
2111,80,4,24718.12
2112,325,1,7389.92
2112,102,1,15059.17
2112,238,1,2851.49
2112,278,1,10632.89
2113,89,1,66723.41
2113,215,1,5853.58
2114,81,1,34884.99
2114,196,1,1012.71
2114,149,1,1059.95
2114,133,2,1604.46
2115,149,1,1059.95
2115,16,1,64817.42
2115,343,4,13043.96
2116,104,1,8923.44
2116,161,9,795.28
2116,25,1,114757.23
2117,57,1,46052.29
2117,237,1,3905.27
2118,341,1,9407.69
2119,307,1,1770.91
2120,13,1,41406.62
2120,209,1,4743.65
2120,132,1,1789.42
2121,42,1,16561.9
2121,145,1,1335.24
2121,65,3,99325.76
2122,58,1,39619.15
2122,214,1,5625.75
2122,267,1,8865.41
2123,116,1,55145.2
2124,154,15,1401.38
2124,41,4,21780.87
2124,179,2,4518.32
2125,84,2,43413.99
2126,88,1,62777.74
2126,206,1,4705.87
2126,129,1,1357.52
2127,98,1,18098.36
2127,160,2,1217.64
2128,288,1,20059.51
2128,316,1,1928.33
2128,190,1,4329.82
2128,183,1,4581.12
2129,13,1,41406.62
2129,147,1,2867.75
2129,197,3,1728.49
2129,332,2,3774.14
2130,232,1,2524.64
2130,267,3,8865.41
2130,331,1,6380.13
2131,313,1,845.62
2131,163,5,2800.05
2132,69,1,79694.15
2132,219,1,5782.79
2133,123,1,6768.86
2133,150,1,1368.14
2133,224,1,1876.35
2134,19,1,56448.54
2135,70,1,88011.39
2135,318,1,710.28
2135,256,1,19199.67
2135,332,2,3774.14
2136,12,1,41848.02
2136,158,1,1218.12
2136,201,1,1800.07
2136,323,3,722.85
2137,133,1,1604.46
2137,266,1,3400.35
2137,279,1,9024.47
2137,44,1,19259.26
2138,4,1,49133.03
2139,139,1,2027.99
2140,145,2,1335.24
2141,36,1,84300.8
2142,45,1,13527.84
2142,211,2,2322.41
2142,231,1,4524.34
2143,59,1,26021.72
2143,131,1,1052.42
2144,125,5,1695.0
2144,72,1,61784.59
2144,71,1,96917.02
2145,195,1,1375.99
2145,105,1,15510.7
2145,269,1,7403.82
2146,106,1,14347.25
2146,156,1,573.2
2147,265,1,3797.36
2147,155,1,1130.21
2147,282,1,22352.23
2148,92,1,79414.69
2149,292,1,22105.97
2149,310,1,882.96
2149,321,1,500.65
2150,17,2,52257.24
2150,149,2,1059.95
2150,176,1,5164.27
2151,301,1,52322.62
2151,312,4,691.8
2151,323,1,722.85
2151,52,1,46618.06
2152,136,1,2488.56
2153,96,1,9995.4
2153,230,1,2719.62
2153,124,19,7661.7
2154,123,2,6768.86
2154,159,1,601.42
2154,199,1,1542.24
2155,280,1,20595.37
2155,324,2,348.51
2155,319,1,271.32
2156,279,1,9024.47
2157,8,1,46852.63
2158,170,1,2115.57
2158,126,1,909.4
2158,42,2,16561.9
2159,153,2,1252.43
2159,269,1,7403.82
2159,82,1,29616.74
2160,38,1,21757.99
2160,200,1,1761.12
2161,118,1,7452.21
2161,30,1,77325.68
2161,71,2,96917.02
2161,250,2,6815.38
2162,225,2,1408.46
2163,98,2,18098.36
2163,99,1,15179.43
2164,117,1,6193.94
2165,52,1,46618.06
2166,42,1,16561.9
2166,100,3,11775.16
2167,195,2,1375.99
2168,114,3,49408.51
2168,197,3,1728.49
2168,48,1,17128.78
2168,340,1,11496.02
2168,78,1,38945.67
2169,158,1,1218.12
2169,91,1,53807.69
2169,173,1,2652.14
2170,233,1,3081.13
2170,139,1,2027.99
2171,206,1,4705.87
2172,174,1,2873.92
2173,86,2,59880.48
2173,252,1,15859.6
2173,190,2,4329.82
2174,70,1,88011.39
2175,135,11,1377.08
2175,283,2,19493.84
2175,156,1,573.2
2175,110,1,40507.54
2176,29,1,81976.87
2177,131,1,1052.42
2177,85,1,47627.51
2177,110,3,40507.54
2178,57,2,46052.29
2178,195,1,1375.99
2178,250,1,6815.38
2178,156,1,573.2
2179,157,3,979.18
2179,125,1,1695.0
2179,106,1,14347.25
2179,241,1,2911.65
2179,323,1,722.85
2180,202,1,1524.16
2180,274,1,11817.49
2181,96,1,9995.4
2182,239,1,3021.22
2182,182,1,3303.14
2183,288,1,20059.51
2183,313,4,845.62
2183,318,1,710.28
2184,68,2,71271.82
2184,224,1,1876.35
2184,115,1,55779.2
2184,315,2,1385.96
2184,49,2,25807.9
2184,261,1,4320.62
2184,133,1,1604.46
2185,125,1,1695.0
2185,233,1,3081.13
2185,184,1,3530.66
2185,174,2,2873.92
2185,73,1,65068.89
2186,67,3,74537.44
2186,241,3,2911.65
2186,165,2,1047.28
2186,161,1,795.28
2187,58,1,39619.15
2187,212,1,5005.5
2187,246,2,1555.64
2187,230,1,2719.62
2188,14,4,37524.37
2188,144,1,2039.55
2189,131,1,1052.42
2190,180,1,3648.11
2190,171,1,1818.96
2190,190,1,4329.82
2191,83,1,26229.46
2191,248,1,2341.89
2191,28,2,83742.33
2192,119,1,4260.17
2192,57,1,46052.29
2193,160,1,1217.64
2193,204,3,1593.04
2193,184,1,3530.66
2193,115,1,55779.2
2194,23,1,79215.36
2194,146,1,1223.84
2194,207,1,5927.88
2194,132,1,1789.42
2194,339,1,10579.14
2194,237,1,3905.27
2194,343,1,13043.96
2194,87,3,72029.99
2195,297,2,17005.37
2195,321,1,500.65
2195,229,1,1582.0
2195,33,2,79237.06
2196,176,2,5164.27
2196,237,4,3905.27
2197,321,1,500.65
2198,115,1,55779.2
2198,150,3,1368.14
2198,200,1,1761.12
2199,30,1,77325.68
2199,140,4,2984.27
2199,182,1,3303.14
2200,100,1,11775.16
2200,226,1,1858.9
2200,14,4,37524.37
2201,296,1,47624.15
2202,156,4,573.2
2202,129,2,1357.52
2203,93,2,65802.17
2204,103,1,16940.77
2204,124,1,7661.7
2204,56,1,43159.93
2205,334,1,14230.4
2205,180,1,3648.11
2206,79,1,35801.69
2206,246,2,1555.64
2207,144,2,2039.55
2207,67,1,74537.44
2207,21,5,66724.71
2207,295,3,59174.4
2208,284,1,16091.45
2209,26,3,91770.91
2210,55,1,40507.74
2211,306,1,586.55
2211,180,3,3648.11
2211,311,3,1190.0
2212,22,1,66299.03
2212,286,4,14710.48
2212,201,4,1800.07
2212,89,1,66723.41
2212,34,1,91857.57
2213,34,1,91857.57
2214,131,3,1052.42
2214,48,1,17128.78
2214,307,1,1770.91
2215,138,1,2736.55
2215,221,1,1708.1
2215,179,1,4518.32
2215,184,1,3530.66
2215,209,1,4743.65
2216,291,2,18911.62
2216,307,1,1770.91
2217,132,1,1789.42
2218,207,1,5927.88
2218,289,1,19518.22
2218,315,1,1385.96
2219,97,2,14796.86
2220,155,1,1130.21
2220,239,1,3021.22
2221,38,3,21757.99
2221,192,1,1764.37
2222,81,2,34884.99
2222,202,1,1524.16
2222,255,1,18344.78
2222,85,1,47627.51
2222,148,1,2903.62
2223,106,1,14347.25
2223,260,1,3332.38
2223,193,1,1774.63
2223,163,2,2800.05
2223,6,1,45909.08
2223,115,1,55779.2
2224,11,3,41155.74
2224,150,1,1368.14
2224,190,4,4329.82
2225,56,1,43159.93
2226,134,1,1550.37
2226,151,1,1368.9
2226,338,1,13165.42
2227,292,1,22105.97
2227,308,1,1147.07
2227,323,1,722.85
2227,169,1,1542.29
2228,129,1,1357.52
2228,322,1,680.0
2229,12,1,41848.02
2230,64,1,79209.97
2231,302,1,53439.99
2231,320,1,432.34
2232,277,3,10858.65
2232,325,1,7389.92
2232,7,1,43140.44
2233,67,1,74537.44
2233,251,4,15180.05
2233,235,2,3437.21
2233,303,1,53484.31
2234,149,1,1059.95
2234,229,1,1582.0
2235,272,1,13844.24
2236,251,3,15180.05
2236,88,1,62777.74
2237,307,2,1770.91
2238,226,1,1858.9
2239,14,2,37524.37
2239,134,1,1550.37
2239,147,1,2867.75
2239,190,3,4329.82
2239,40,1,16613.77
2239,37,1,90328.11
2240,321,1,500.65
2240,331,1,6380.13
2240,192,2,1764.37
2241,125,1,1695.0
2241,133,1,1604.46
2241,271,1,12933.94
2241,11,2,41155.74
2241,33,2,79237.06
2241,101,1,16689.24
2242,56,1,43159.93
2242,192,1,1764.37
2242,295,1,59174.4
2242,330,1,5151.87
2243,156,1,573.2
2243,123,1,6768.86
2243,243,2,2487.19
2243,323,3,722.85
2244,113,1,35646.79
2244,186,1,3127.9
2245,148,2,2903.62
2245,227,1,1996.49
2246,266,1,3400.35
2246,253,1,10990.53
2247,157,17,979.18
2248,53,4,48851.28
2248,198,1,1164.81
2248,256,1,19199.67
2249,18,1,58716.65
2249,151,1,1368.9
2249,16,1,64817.42
2250,337,1,10331.24
2250,45,1,13527.84
2251,46,3,22427.42
2251,191,5,1296.54
2252,9,1,44988.84
2252,152,1,1166.97
2252,194,2,1601.88
2253,126,16,909.4
2254,226,2,1858.9
2254,30,2,77325.68
2254,308,1,1147.07
2254,217,1,2604.99
2255,177,1,5871.97
2255,219,3,5782.79
2256,22,1,66299.03
2257,272,1,13844.24
2258,300,1,43644.24
2258,305,1,1852.07
2258,317,1,783.45
2258,297,1,17005.37
2258,211,3,2322.41
2258,152,1,1166.97
2259,81,1,34884.99
2260,89,1,66723.41
2260,203,1,1148.89
2261,52,2,46618.06
2262,119,1,4260.17
